country_code;region_name;iata;icao;airport;latitude;longitude
JP;Aomori;AOJ;RJSA;Aomori Airport;40,73470;140,69100
JP;Aomori;HHE;RJSH;JMSDF Hachinohe Air Base;40,55640;141,46600
JP;Aomori;MSJ;RJSM;Misawa Air Base;40,70320;141,36800
JP;Ehime;MYJ;RJOM;Matsuyama Airport;33,82720;132,70000
JP;Fukui;FKJ;RJNF;Fukui Airport;36,14280;136,22400
JP;Fukuoka;FUK;RJFF;Fukuoka Airport (Itazuke Air Base);33,58590;130,45100
JP;Fukuoka;KKJ;RJFR;Kitakyushu Airport;33,84590;131,03500
JP;Fukushima;FKS;RJSF;Fukushima Airport;37,22740;140,43100
JP;Hiroshima;HIJ;RJOA;Hiroshima Airport;34,43610;132,91900
JP;Hiroshima;HIW;RJBH;Hiroshima-Nishi Airport;34,36690;132,41400
JP;Hokkaido;AKJ;RJEC;Asahikawa Airport;43,67080;142,44700
JP;Hokkaido;HKD;RJCH;Hakodate Airport;41,77000;140,82200
JP;Hokkaido;KUH;RJCK;Kushiro Airport;43,04100;144,19300
JP;Hokkaido;MBE;RJEB;Monbetsu Airport;44,30390;143,40400
JP;Hokkaido;MMB;RJCM;Memanbetsu Airport;43,88060;144,16400
JP;Hokkaido;OBO;RJCB;Tokachi-Obihiro Airport;42,73330;143,21700
JP;Hokkaido;OIR;RJEO;Okushiri Airport;42,07170;139,43300
JP;Hokkaido;RBJ;RJCR;Rebun Airport;45,45500;141,03900
JP;Hokkaido;RIS;RJER;Rishiri Airport;45,24200;141,18600
JP;Hokkaido;SHB;RJCN;Nakashibetsu Airport;43,57750;144,96000
JP;Hokkaido;WKJ;RJCW;Wakkanai Airport;45,40420;141,80100
JP;Hyogo;TJH;RJBT;Tajima Airport;35,51280;134,78700
JP;Ibaraki;IBR;RJAH;Ibaraki Airport;36,18110;140,41500
JP;Ishikawa;KMQ;RJNK;Komatsu Airport (Kanazawa Airport);36,39460;136,40700
JP;Ishikawa;NTQ;RJNW;Noto Airport;37,29310;136,96200
JP;Iwate;HNA;RJSI;Hanamaki Airport;39,42860;141,13500
JP;Kagawa;TAK;RJOT;Takamatsu Airport;34,21420;134,01600
JP;Kagoshima;ASJ;RJKA;Amami Airport;28,43060;129,71300
JP;Kagoshima;KKX;RJKI;Kikai Airport (Kikaiga Shima Airport);28,32130;129,92800
JP;Kagoshima;KOJ;RJFK;Kagoshima Airport;31,80340;130,71900
JP;Kagoshima;KUM;RJFC;Yakushima Airport;30,38560;130,65900
JP;Kagoshima;OKE;RJKB;Okinoerabu Airport;27,42550;128,70100
JP;Kagoshima;RNJ;RORY;Yoron Airport;27,04400;128,40200
JP;Kagoshima;TKN;RJKN;Tokunoshima Airport;27,83640;128,88100
JP;Kagoshima;TNE;RJFG;New Tanegashima Airport;30,60510;130,99100
JP;Kanagawa;NJA;RJTA;Naval Air Facility Atsugi;35,45460;139,45000
JP;Kochi;KCZ;RJOK;Kochi Ryoma Airport;33,54610;133,66900
JP;Kumamoto;AXJ;RJDA;Amakusa Airfield;32,48250;130,15900
JP;Kumamoto;KMJ;RJFT;Kumamoto Airport;32,83730;130,85500
JP;Miyagi;SDJ;RJSS;Sendai Airport;38,13970;140,91700
JP;Miyazaki;KMI;RJFM;Miyazaki Airport;31,87720;131,44900
JP;Nagano;MMJ;RJAF;Matsumoto Airport;36,16680;137,92300
JP;Nagasaki;FUJ;RJFE;Fukue Airport (Goto-Fukue Airport);32,66630;128,83300
JP;Nagasaki;IKI;RJDB;Iki Airport;33,74900;129,78500
JP;Nagasaki;NGS;RJFU;Nagasaki Airport;32,91690;129,91400
JP;Nagasaki;OMJ;RJDU;Omura Airport;35,08330;140,10000
JP;Nagasaki;TSJ;RJDT;Tsushima Airport;34,28490;129,33100
JP;Niigata;KIJ;RJSN;Niigata Airport;37,95590;139,12100
JP;Niigata;SDS;RJSD;Sado Airport;38,06020;138,41400
JP;Oita;OIT;RJFO;Oita Airport;33,47940;131,73700
JP;Okayama;OKJ;RJOB;Okayama Airport;34,75690;133,85500
JP;Okinawa;AGJ;RORA;Aguni Airport;26,59250;127,24100
JP;Okinawa;DNA;RODN;Kadena Air Base;26,35560;127,76800
JP;Okinawa;HTR;RORH;Hateruma Airport;24,05890;123,80600
JP;Okinawa;IEJ;RORE;Iejima Airport;26,72200;127,78500
JP;Okinawa;ISG;ROIG;New Ishigaki Airport;24,39640;124,24500
JP;Okinawa;KJP;ROKR;Kerama Airport;26,16830;127,29300
JP;Okinawa;KTD;RORK;Kitadaito Airport;25,94470;131,32700
JP;Okinawa;MMD;ROMD;Minami-Daito Airport;25,84650;131,26300
JP;Okinawa;MMY;ROMY;Miyako Airport;24,78280;125,29500
JP;Okinawa;OGN;ROYN;Yonaguni Airport;24,46690;122,97800
JP;Okinawa;OKA;ROAH;Naha Airport;26,19580;127,64600
JP;Okinawa;SHI;RORS;Shimojishima Airport;24,82670;125,14500
JP;Okinawa;TRA;RORT;Tarama Airport;24,65390;124,67500
JP;Okinawa;UEO;ROKJ;Kumejima Airport;26,36350;126,71400
JP;Osaka;KIX;RJBB;Kansai International Airport;34,43050;135,23000
JP;Saga;HSG;RJFS;Saga Airport;33,14970;130,30200
JP;Shimane;IWJ;RJOW;Iwami Airport (Hagi-Iwami Airport);34,67640;131,79000
JP;Shimane;IZO;RJOC;Izumo Airport;35,41360;132,89000
JP;Shizuoka;FSZ;RJNS;Shizuoka Airport (Mt. Fuji Shizuoka Airport);34,79600;138,18800
JP;Tokushima;TKS;RJOS;Tokushima Airport;34,13280;134,60700
JP;Tokyo;HAC;RJTH;Hachijojima Airport;33,11500;139,78600
JP;Tokyo;HND;RJTT;Haneda Airport;35,55330;139,78100
JP;Tokyo;IWO;RJAW;Iwo Jima Air Base;24,78400;141,32300
JP;Tokyo;MUS;RJAM;Minami Torishima Airport;24,28970;153,97900
JP;Tokyo;MYE;RJTQ;Miyakejima Airport;34,07360;139,56000
JP;Tokyo;NRT;RJAA;Narita International Airport;35,76530;140,38600
JP;Tokyo;OIM;RJTO;Oshima Airport;34,78200;139,36000
JP;Tottori;OKI;RJNO;Oki Airport;36,18110;133,32500
JP;Tottori;TTJ;RJOR;Tottori Airport;35,53010;134,16700
JP;Tottori;YGJ;RJOH;Miho-Yonago Airport;35,49220;133,23600
JP;Toyama;TOY;RJNT;Toyama Airport;36,64830;137,18800
JP;Wakayama;SHM;RJBD;Nanki-Shirahama Airport;33,66220;135,36400
JP;Yamagata;GAJ;RJSC;Yamagata Airport (Junmachi Airport);38,41190;140,37100
JP;Yamagata;SYO;RJSY;Shonai Airport;38,81220;139,78700
JP;Yamaguchi;IWK;RJOI;Marine Corps Air Station Iwakuni;34,14390;132,23600
JP;Yamaguchi;UBJ;RJDC;Yamaguchi Ube Airport;33,93000;131,27900
KE;Baringo;LBN;;Lake Baringo Airport;0,66610;36,10420
KE;Elgeyo/Marakwet;KRV;;Kimwarer Airport (Kerio Valley Airport);0,31964;35,66260
KE;Elgeyo/Marakwet;NBO;HKJK;Jomo Kenyatta International Airport;-1,31924;36,92780
KE;Garissa;GAS;HKGA;Garissa Airport;-0,46351;39,64830
KE;Garissa;LBK;;Liboi Airport;0,34833;40,88170
KE;Kajiado;ASV;HKAM;Amboseli Airport;-2,64505;37,25310
KE;Kakamega;GGM;HKKG;Kakamega Airport;0,27134;34,78730
KE;Kericho;KEY;HKKR;Kericho Airport;-0,38990;35,24210
KE;Kilifi;MYD;HKML;Malindi Airport;-3,22931;40,10170
KE;Kilifi;VPG;;Vipingo Airport;-3,80667;39,79740
KE;Kisumu;KIS;HKKI;Kisumu International Airport;-0,08614;34,72890
KE;Kwale;UKA;HKUK;Ukunda Airport (Diani Airport);-4,29333;39,57110
KE;Laikipia;NYK;HKNY;Nanyuki Airport;-0,06240;37,04100
KE;Lamu;KIU;;Kiunga Airport;-1,74383;41,48430
KE;Lamu;KWY;;Kiwayu Airport;-1,96056;41,29750
KE;Lamu;LAU;HKLU;Manda Airport;-2,25242;40,91310
KE;Mandera;NDE;HKMA;Mandera Airport;3,93300;41,85000
KE;Marsabit;OYL;HKMY;Moyale Airport;3,46972;39,10140
KE;Marsabit;RBT;HKMB;Marsabit Airport;2,34425;38
KE;Meru;JJM;HKMK;Mulika Lodge Airport;0,16508;38,19510
KE;Mombasa;BMQ;;Bamburi Airport;-3,98191;39,73080
KE;Mombasa;MBA;HKMO;Moi International Airport;-4,03483;39,59420
KE;Nairobi City;WIL;HKNW;Wilson Airport;-1,32172;36,81480
KE;Nakuru;NUU;HKNK;Nakuru Airport;-0,29807;36,15930
KE;Narok;KEU;HKKE;Keekorok Airport;-1,58300;35,25000
KE;Narok;MRE;;Mara Serena Airport;-1,40611;35,00810
KE;Nyamira;ANA;;Angama Airstrip;-1,27156;34,95550
KE;Nyamira;KTJ;;Kichwa Tembo Airport;-1,26350;35,02750
KE;Nyamira;OLX;;Olkiombo Airstrip;-1,40859;35,11070
KE;Nyeri;NYE;HKNI;Nyeri Airport;-0,36441;36,97850
KE;Samburu;UAS;HKSB;Samburu Airport (Buffalo Spring Airport);0,53058;37,53420
KE;Taita/Taveta;ILU;HKKL;Kilaguni Airport;-2,91061;38,06520
KE;Tana River;HOA;HKHO;Hola Airport;-1,52200;40,00400
KE;Turkana;EYS;HKES;Eliye Springs Airport;3,21667;35,96670
KE;Turkana;KLK;HKFG;Kalokol Airport (Fergusons Gulf Airport);3,49161;35,83680
KE;Turkana;LKG;HKLK;Lokichogio Airport;4,20412;34,34820
KE;Turkana;LKU;;Lake Turkana Airport;3,41667;35,88330
KE;Turkana;LOK;HKLO;Lodwar Airport;3,12197;35,60870
KE;Turkana;LOY;HKLY;Loiyangalani Airport;2,75000;36,71700
KE;Uasin Gishu;EDL;HKEL;Eldoret International Airport;0,40446;35,23890
KE;Uasin Gishu;KTL;HKKT;Kitale Airport;0,97199;34,95860
KE;Wajir;WJR;HKWJ;Wajir Airport;1,73324;40,09160
KG;Chuy;FRU;UAFM;Manas International Airport;43,06130;74,47760
KG;Osh;OSS;UAFO;Osh Airport;40,60900;72,79330
KH;Baat Dambang;BBM;VDBG;Battambang Airport;13,09560;103,22400
KH;Kampong Chhnang;KZC;VDKH;Kampong Chhnang Airport;12,25520;104,56400
KH;Kampot;KMT;;Kampot Airport;10,63430;104,16200
KH;Kaoh Kong;KKZ;VDKK;Koh Kong Airport;11,61340;102,99700
KH;Kracheh;KTI;VDKT;Kratie Airport;12,48800;106,05500
KH;Krong Preah Sihanouk;KOS;VDSV;Sihanoukville International Airport (Kaong Kang Airport);10,57970;103,63700
KH;Mondol Kiri;MWV;VDMK;Mondulkiri Airport;12,46360;107,18700
KH;Phnom Penh;PNH;VDPP;Phnom Penh International Airport;11,54660;104,84400
KH;Phnom Penh;TNX;VDST;Steung Treng Airport;13,53190;106,01500
KH;Pousaat;KZD;;Krakor Airport;12,53850;104,14900
KH;Preah Vihear;OMY;;Thbeng Meanchey Airport (Preah Vinhear Airport);13,75970;104,97200
KH;Rotanak Kiri;RBE;VDRK;Ratanakiri Airport;13,73000;106,98700
KH;Siem Reab;REP;VDSR;Siem Reap International Airport (Angkor Int'l);13,41070;103,81300
KI;Gilbert Islands;AAK;NGUK;Aranuka Airport;0,18528;173,63700
KI;Gilbert Islands;ABF;NGAB;Abaiang Atoll Airport;1,79861;173,04100
KI;Gilbert Islands;AEA;NGTB;Abemama Atoll Airport;0,49083;173,82900
KI;Gilbert Islands;AIS;NGTR;Arorae Island Airport;-2,61611;176,80300
KI;Gilbert Islands;BBG;NGTU;Butaritari Atoll Airport;3,08583;172,81100
KI;Gilbert Islands;BEZ;NGBR;Beru Island Airport;-1,35472;176,00700
KI;Gilbert Islands;KUC;NGKT;Kuria Airport;0,21861;173,44200
KI;Gilbert Islands;MNK;NGMA;Maiana Airport;1,00361;173,03100
KI;Gilbert Islands;MTK;NGMN;Makin Airport;3,37444;172,99200
KI;Gilbert Islands;MZK;NGMK;Marakei Airport;2,05861;173,27100
KI;Gilbert Islands;NIG;NGNU;Nikunau Airport;-1,31444;176,41000
KI;Gilbert Islands;NON;NGTO;Nonouti Airport;-0,63972;174,42800
KI;Gilbert Islands;OOT;NGON;Onotoa Airport;-1,79611;175,52600
KI;Gilbert Islands;TBF;NGTE;Tabiteuea North Airport;-1,22447;174,77600
KI;Gilbert Islands;TMN;NGTM;Tamana Airport;-2,48583;175,97000
KI;Gilbert Islands;TRW;NGTA;Bonriki International Airport;1,38164;173,14700
KI;Gilbert Islands;TSU;NGTS;Tabiteuea South Airport;-1,47444;175,06400
KI;Line Islands;CIS;PCIS;Canton Island Airport;-2,76812;-171,71000
KI;Line Islands;CXI;PLCH;Cassidy International Airport;1,98616;-157,35000
KI;Line Islands;TNQ;;Teraina Airport;4,69836;-160,39400
KI;Line Islands;TNV;;Tabuaeran Island Airport;3,89944;-159,38900
KM;Anjouan;AJN;FMCV;Ouani Airport;-12,13170;44,43030
KM;Grande Comore;HAH;FMCH;Prince Said Ibrahim International Airport;-11,53370;43,27190
KM;Grande Comore;YVA;FMCN;Iconi Airport;-11,71250;43,24310
KM;Moheli;NWA;FMCI;Moheli Bandar Es Eslam Airport;-12,29810;43,76640
KN;Saint John Figtree;SKB;TKPK;Robert L. Bradshaw International Airport;17,31120;-62,71870
KN;Saint Paul Charlestown;NEV;TKPN;Vance W. Amory International Airport;17,20570;-62,58990
KP;Hamgyong-bukto;RGO;ZKHM;Orang Airport;41,42850;129,64800
KP;Hwanghae-namdo;DSO;ZKSD;Sondok Airport;39,74520;127,47400
KP;Kangwon-do;WOS;ZKWS;Wonsan Kalma International Airport;39,16680;127,48600
KP;P'yongan-bukto;UJU;ZKUJ;Uiju Airfield;40,15460;124,53200
KP;P'yongyang;FNJ;ZKPY;Pyongyang Sunan International Airport;39,22410;125,67000
KP;Ryanggang-do;YJS;ZKSE;Samjiyon Airport;41,90710;128,41000
KR;Busan-gwangyeoksi;PUS;RKPK;Gimhae International Airport;35,17950;128,93800
KR;Chungcheongbuk-do;CJJ;RKTU;Cheongju International Airport;36,71700;127,49900
KR;Chungcheongbuk-do;JWO;RKTI;Jungwon Air Base;37,03000;127,88500
KR;Chungcheongnam-do;HMY;RKTP;Seosan Air Base;36,70400;126,48600
KR;Gangwon-do;KAG;RKNN;Gangneung Air Base;37,75360;128,94400
KR;Gangwon-do;WJU;RKNW;Wonju Airport;37,44120;127,96400
KR;Gangwon-do;YNY;RKNY;Yangyang International Airport;38,06130;128,66900
KR;Gwangju-gwangyeoksi;CHN;RKJU;Jeonju Airport;35,87810;127,11900
KR;Gwangju-gwangyeoksi;KUV;RKJK;Gunsan Airport;35,90380;126,61600
KR;Gwangju-gwangyeoksi;KWJ;RKJJ;Gwangju Airport;35,12320;126,80500
KR;Gwangju-gwangyeoksi;MWX;RKJB;Muan International Airport;34,99140;126,38300
KR;Gwangju-gwangyeoksi;RSU;RKJY;Yeosu/Suncheon Airport;34,84230;127,61700
KR;Gyeonggi-do;ICN;RKSI;Incheon International Airport;37,46330;126,44000
KR;Gyeonggi-do;OSN;RKSO;Osan Air Base;37,09060;127,03000
KR;Gyeonggi-do;SWU;RKSW;Suwon Air Base;37,23940;127,00700
KR;Gyeongsangnam-do;CHF;RKPE;Jinhae Airport;35,14020;128,69600
KR;Gyeongsangnam-do;HIN;RKPS;Sacheon Airport;35,08860;128,07200
KR;Gyeongsangnam-do;KPO;RKTH;Pohang Airport;35,98800;129,42000
KR;Gyeongsangnam-do;TAE;RKTN;Daegu International Airport;35,89690;128,65500
KR;Gyeongsangnam-do;UJN;RKTL;Uljin Airport;36,77710;129,46200
KR;Gyeongsangnam-do;USN;RKPU;Ulsan Airport;35,59350;129,35200
KR;Gyeongsangnam-do;YEC;RKTY;Yecheon Air Base;36,63040;128,35000
KR;Jeju-teukbyeoljachido;CJU;RKPC;Jeju International Airport;33,51130;126,49300
KR;Jeju-teukbyeoljachido;JDG;RKPD;Jeongseok Airport;33,39960;126,71200
KW;Al Ahmadi;XIJ;OKAJ;Ahmad al-Jaber Air Base;28,93480;47,79190
KW;Al Farwaniyah;KWI;OKBK;Kuwait International Airport;29,22660;47,96890
KY;Cayman Islands;CYB;MWCB;Charles Kirkconnell International Airport;19,68700;-79,88280
KY;Cayman Islands;GCM;MWCR;Owen Roberts International Airport;19,29280;-81,35770
KY;Cayman Islands;LYB;MWCL;Edward Bodden Airfield;19,66020;-80,08880
KZ;Almaty oblysy;USJ;UAAL;Usharal Airport;46,19030;80,83140
KZ;Almaty;ALA;UAAA;Almaty International Airport;43,35210;77,04050
KZ;Almaty;BXJ;UAAR;Boraldai Airport;43,35260;76,88370
KZ;Almaty;TDK;;Taldykorgan Airport;45,12620;78,44700
KZ;Aqmola oblysy;ATX;;Atbasar Airport;51,85170;68,36330
KZ;Aqmola oblysy;HRC;;Zhayrem Airport;48,39740;70,19150
KZ;Aqmola oblysy;KOV;UACK;Kokshetau Airport;53,32910;69,59460
KZ;Aqtobe oblysy;AKX;UATT;Aktobe Airport;50,24580;57,20670
KZ;Astana;NQZ;UACC;Nursultan Nazarbayev International Airport;51,02220;71,46690
KZ;Atyrau oblysy;GUW;UATG;Atyrau Airport;47,12190;51,82140
KZ;Batys Qazaqstan oblysy;URA;UARR;Oral Ak Zhol Airport;51,15080;51,54310
KZ;Bayqongyr;BXY;UAOL;Krayniy Airport;45,62200;63,21080
KZ;Mangghystau oblysy;SCO;UATE;Aktau Airport;43,86010;51,09200
KZ;Ongtustik Qazaqstan oblysy;CIT;UAII;Shymkent International Airport;42,36420;69,47890
KZ;Pavlodar oblysy;EKB;UASB;Ekibastuz Airport;51,59100;75,21500
KZ;Pavlodar oblysy;PWQ;UASP;Pavlodar Airport;52,19500;77,07390
KZ;Qaraghandy oblysy;BXH;UAAH;Balkhash Airport;46,89330;75,00500
KZ;Qaraghandy oblysy;DZN;UAKD;Zhezkazgan Airport;47,70830;67,73330
KZ;Qaraghandy oblysy;KGF;UAKK;Sary-Arka Airport;49,67080;73,33440
KZ;Qostanay oblysy;AYK;UAUR;Arkalyk Airport;50,31860;66,95280
KZ;Qostanay oblysy;KSN;UAUU;Kostanay Airport;53,20690;63,55030
KZ;Qyzylorda oblysy;KZO;UAOO;Kyzylorda Airport;44,70690;65,59250
KZ;Shyghys Qazaqstan oblysy;PLX;UASS;Semey Airport;50,35130;80,23440
KZ;Shyghys Qazaqstan oblysy;SZI;;Zaysan Airport;47,48750;84,88770
KZ;Shyghys Qazaqstan oblysy;UKK;UASK;Oskemen Airport (Ust-Kamenogorsk Airport);50,03660;82,49420
KZ;Shyghys Qazaqstan oblysy;UZR;;Urzhar Airport;47,09110;81,66520
KZ;Soltustik Qazaqstan oblysy;PPK;UACP;Petropavl Airport;54,77470;69,18390
KZ;Zhambyl oblysy;DMB;UADD;Taraz Airport (Jambyl Airport);42,85360;71,30360
LA;Attapu;AOU;VLAP;Attapeu International Airport;14,79310;107,04500
LA;Bokeo;HOE;VLHS;Ban Huoeisay Airport;20,25730;100,43700
LA;Champasak;KOG;VLKG;Khong Island Airport;17,98810;102,56300
LA;Champasak;PKZ;VLPS;Pakse International Airport;15,13210;105,78100
LA;Houaphan;NEU;VLSN;Nathong Airport;20,41840;104,06700
LA;Khammouan;THK;VLTK;Thakhek Airport;17,40000;104,80000
LA;Louang Namtha;LXG;VLLN;Louang Namtha Airport;20,96060;101,40200
LA;Louangphabang;LPQ;VLLB;Luang Prabang International Airport;19,89730;102,16100
LA;Oudomxai;ODY;VLOS;Oudomsay Airport;20,68270;101,99400
LA;Phongsali;PCQ;;Boun Neua Airport;21,64750;101,90000
LA;Salavan;VNA;VLSV;Salavan Airport;15,70940;106,41100
LA;Savannakhet;ZVK;VLSK;Savannakhet Airport;16,55660;104,76000
LA;Viangchan;VTE;VLVT;Wattay International Airport;17,98830;102,56300
LA;Xaignabouli;ZBY;VLSB;Sayaboury Airport;19,24360;101,70900
LA;Xiangkhouang;XKH;VLXK;Xieng Khouang Airport;19,44020;103,16900
LB;Beyrouth;BEY;OLBA;Beirut-Rafic Hariri International Airport / Beirut Air Base;33,82090;35,48840
LB;Nabatiye;KYE;OLKA;Rene Mouawad Air Base (Kleyate Airport);34,58930;36,01130
LC;Castries;SFG;TFFG;L'Esperance Airport (Grand Case Airport);18,09990;-63,04720
LC;Castries;SLU;TLPC;George F. L. Charles Airport;14,02020;-60,99290
LC;Laborie;UVF;TLPL;Hewanorra International Airport;13,73320;-60,95260
LK;Central Province;ADP;VCCG;Ampara Airport;7,33776;81,62590
LK;Central Province;AYY;;Arugam Bay Seaplane Base;6,86000;81,82390
LK;Central Province;BTC;VCCB;Batticaloa Airport;7,70576;81,67880
LK;Central Province;DBU;;Dambulu Oya Tank Seaplane Base;7,86040;80,63040
LK;Central Province;GIU;VCCS;Sigiriya Airport;7,95667;80,72850
LK;Central Province;KDW;;Victoria Reservoir Seaplane Base;7,24150;80,78340
LK;Central Province;KDZ;;Polgolla Reservoir Seaplane Base;7,32510;80,64220
LK;Central Province;NUA;;Gregory Lake Seaplane Base;6,95717;80,77950
LK;Central Province;NUF;;Castlereigh Reservoir Seaplane Base;6,86000;80,58400
LK;Central Province;PQD;;Batticaloa Seaplane Base;7,92311;81,56770
LK;Central Province;THW;;Trincomalee Harbour Seaplane Base;8,56000;81,22000
LK;Central Province;TRR;VCCT;China Bay Airport;8,53851;81,18190
LK;Eastern Province;AFK;;Kondavattavan Tank Seaplane Base;7,28400;81,64400
LK;North Central Province;ACJ;VCCA;Anuradhapura Airport;8,30149;80,42790
LK;North Central Province;HIM;VCCH;Hingurakgoda Airport (Minneriya Airport);8,04981;80,98140
LK;Northern Province;DBK;;Dutch Bay Seaplane Base;8,27300;79,75600
LK;Northern Province;IRU;;Iranamadu Waterdrome;9,29975;80,44860
LK;Northern Province;JAF;VCCJ;Jaffna Airport;9,79233;80,07010
LK;Southern Province;BJT;;Bentota River Airport;6,43100;79,99600
LK;Southern Province;DIW;;Mawella Lagoon Seaplane Base;5,99019;80,73310
LK;Southern Province;HBT;;Hambantota Sea Plane Base;6,12404;81,10300
LK;Southern Province;HRI;VCRI;Mattala Rajapaksa International Airport;6,28447;81,12410
LK;Southern Province;KCT;VCCK;Koggala Airport;5,99368;80,32030
LK;Southern Province;TTW;;Tissa Tank Waterdrome;6,28760;81,29060
LK;Southern Province;WRZ;VCCW;Weerawila Airport;6,25449;81,23520
LK;Western Province;BYV;;Beira Lake Seaplane Base;6,92944;79,85420
LK;Western Province;CMB;VCBI;Bandaranaike International Airport;7,18076;79,88410
LK;Western Province;DGM;;Dandugama Seaplane Base;7,10790;79,87210
LK;Western Province;DWO;;Diyawanna Oya Seaplane Base;6,90659;79,90900
LK;Western Province;KEZ;;Kelani River-Peliyagoda Waterdrome;6,95000;79,93000
LK;Western Province;KTY;VCCN;Katukurunda Airport;6,55212;79,97750
LK;Western Province;RML;VCCC;Ratmalana Airport;6,82199;79,88620
LR;Grand Bassa;UCN;GLBU;Buchanan Airport;5,90417;-10,05830
LR;Grand Gedeh;THC;GLTN;Tchien Airport;6,04565;-8,13872
LR;Grand Kru;GRC;;Grand Cess Airport;4,57100;-8,20760
LR;Grand Kru;SAZ;GLST;Sasstown Airport;4,66667;-8,43333
LR;Lofa;FOY;;Foya Airport;8,35130;-10,22690
LR;Lofa;VOI;GLVA;Voinjama Airport (Tenebu Airport);8,40000;-9,76700
LR;Margibi;ROB;GLRB;Roberts International Airport;6,23379;-10,36230
LR;Maryland;CPA;GLCP;Cape Palmas Airport;4,37902;-7,69695
LR;Montserrado;BYL;;Bella Yella Airport;7,36917;-9,99372
LR;Montserrado;MLW;GLMR;Spriggs Payne Airport;6,28906;-10,75870
LR;Montserrado;RVC;;River Cess Airport;5,47133;-9,58537
LR;Nimba;NIA;GLNA;Nimba Airport;7,50000;-8,60000
LR;Nimba;TPT;;Tapeta Airport;6,49480;-8,87300
LR;Sinoe;SNI;GLGE;Greenville/Sinoe Airport (R.E. Murray Airport);5,03431;-9,06680
LS;Leribe;LRB;FXLR;Leribe Airport;-28,85560;28,05280
LS;Leribe;PEL;FXPG;Pelaneng Airport;-29,12060;28,50530
LS;Leribe;SHZ;FXSS;Seshutes Airport;-29,26760;28,55230
LS;Mafeteng;MFC;FXMF;Mafeteng Airport;-29,80110;27,24360
LS;Maseru;MSU;FXMM;Moshoeshoe I International Airport;-29,46230;27,55250
LS;Maseru;SOK;FXSM;Semonkong Airport;-29,83860;28,06000
LS;Mohale's Hoek;NKU;FXNK;Nkaus Airport;-30,02170;28,19690
LS;Mokhotlong;MKH;FXMK;Mokhotlong Airport;-29,28180;29,07280
LS;Mokhotlong;TKO;FXTK;Tlokoeng Airport;-29,23300;28,88300
LS;Qacha's Nek;LEF;FXLK;Lebakeng Airport;-29,89080;28,65560
LS;Qacha's Nek;SKQ;FXSK;Sekake Airport;-30,03890;28,37030
LS;Qacha's Nek;UNE;FXQN;Qacha's Nek Airport;-30,11170;28,67190
LS;Quthing;UTG;FXQG;Quthing Airport;-30,40750;27,69330
LS;Thaba-Tseka;LES;FXLS;Lesobeng Airport;-29,78290;28,31670
LS;Thaba-Tseka;MSG;FXMA;Matsaile Airport;-29,84080;28,77640
LS;Thaba-Tseka;SHK;FXSH;Sehonghong Airport;-29,73090;28,76890
LS;Thaba-Tseka;THB;FXTA;Thaba Tseka Airport;-29,52280;28,61580
LT;-;VNO;EYVI;Vilnius Airport;54,63410;25,28580
LT;Kauno apskritis;KUN;EYKA;Kaunas International Airport;54,96390;24,08480
LT;Klaipedos apskritis;PLQ;EYPA;Palanga International Airport;55,97320;21,09390
LT;Panevezio apskritis;PNV;EYPP;Panevezys Air Base (Pajuostis Airport);55,72940;24,46080
LT;Siauliu apskritis;SQQ;EYSA;Siauliai International Airport;55,89390;23,39500
LU;Luxembourg;LUX;ELLX;Luxembourg Findel Airport;49,62330;6,20444
LV;Daugavpils novads;DGP;EVDA;Daugavpils International Airport;55,94470;26,66500
LV;Riga;RIX;EVRA;Riga International Airport;56,92360;23,97110
LV;Ventspils novads;LPX;EVLA;Liepaja International Airport;56,51750;21,09690
LV;Ventspils novads;VNT;EVVA;Ventspils International Airport;57,35780;21,54420
LY;Al Butnan;TOB;HLGN;Tobruk Airport;31,86100;23,90700
LY;Al Jabal al Akhdar;LAQ;HLLQ;Al Abraq International Airport;32,78870;21,96430
LY;Al Jabal al Gharbi;ZIS;HLZN;Zintan Airport;31,77490;12,25010
LY;Al Jufrah;HUQ;HLON;Hun Airport;29,11010;15,96560
LY;Al Kufrah;AKF;HLKF;Kufra Airport;24,17870;23,31400
LY;Al Wahat;LMQ;HLMB;Marsa Brega Airport;30,37810;19,57640
LY;Al Wahat;NFR;HLNR;Nafoora Airport;29,21320;21,59240
LY;Banghazi;BEN;HLLB;Benina International Airport;32,09680;20,26950
LY;Darnah;DNF;;Martuba Air Base;32,54200;22,74500
LY;Ghat;GHT;HLGT;Ghat Airport;25,14560;10,14260
LY;Misratah;MRA;HLMS;Misrata Airport;32,32500;15,06100
LY;Nalut;LTD;HLTD;Ghadames Airport;30,15170;9,71531
LY;Sabha;BCQ;;Brak Airport;27,65300;14,27200
LY;Sabha;SEB;HLLS;Sabha Airport;26,98700;14,47250
LY;Surt;SRX;HLGD;Gardabya Airport;31,06350;16,59500
LY;Tarabulus;MJI;HLLM;Mitiga International Airport;32,89410;13,27600
LY;Tarabulus;TIP;HLLT;Tripoli International Airport;32,66350;13,15900
LY;Tarabulus;WAX;HLZW;Zuwarah Airport;32,95230;12,01550
LY;Wadi al Hayat;QUB;HLUB;Ubari Airport;26,56750;12,82310
MA;Beni-Mellal-Khenifra;BEM;GMMD;Beni Mellal Airport;32,40190;-6,31591
MA;Casablanca-Settat;CAS;GMMC;Anfa Airport;33,55330;-7,66139
