country_code;region_name;iata;icao;airport;latitude;longitude
AE;Abu Zaby;AAN;OMAL;Al Ain International Airport;24,26170;55,60920
AE;Abu Zaby;AUH;OMAA;Abu Dhabi International Airport;24,43300;54,65110
AE;Abu Zaby;AYM;;Yas Island Seaplane Base;24,46700;54,61030
AE;Abu Zaby;AZI;OMAD;Al Bateen Executive Airport;24,42830;54,45810
AE;Abu Zaby;DHF;OMAM;Al Dhafra Air Base;24,24820;54,54770
AE;Abu Zaby;XSB;OMBY;Sir Bani Yas Airport;24,28360;52,58030
AE;Abu Zaby;ZDY;OMDL;Dalma Airport;24,51000;52,33520
AE;Al Fujayrah;FJR;OMFJ;Fujairah International Airport;25,11220;56,32400
AE;Ash Shariqah;SHJ;OMSJ;Sharjah International Airport;25,32860;55,51720
AE;Dubayy;DCG;;Dubai Creek Seaplane Base;25,24220;55,33140
AE;Dubayy;DJH;;Jebel Ali Seaplane Base;24,98900;55,02380
AE;Dubayy;DWC;OMDW;Al Maktoum International Airport;24,89640;55,16140
AE;Dubayy;DXB;OMDB;Dubai International Airport;25,25280;55,36440
AE;Dubayy;NHD;OMDM;Al Minhad Air Base;25,02680;55,36620
AE;Ra's al Khaymah;RHR;;Al Hamra Seaplane Base;25,69100;55,77800
AE;Ra's al Khaymah;RKT;OMRK;Ras Al Khaimah International Airport;25,61350;55,93880
AF;Badakhshan;DAZ;OADZ;Darwaz Airport;38,46110;70,88250
AF;Badakhshan;FBD;OAFZ;Fayzabad Airport;37,12110;70,51810
AF;Badakhshan;KUR;OARZ;Razer Airport;37,75200;-89,01540
AF;Badakhshan;KWH;OAHN;Khwahan Airport;37,88300;70,21700
AF;Badakhshan;SGA;OASN;Sheghnan Airport;37,56700;71,50000
AF;Badghis;LQN;OAQN;Qala i Naw Airport;34,98500;63,11780
AF;Balkh;MZR;OAMS;Mazar-e Sharif International Airport;36,70690;67,20970
AF;Bamyan;BIN;OABN;Bamyan Airport;34,81700;67,81700
AF;Farah;FAH;OAFR;Farah Airport;32,36700;62,18300
AF;Faryab;MMZ;OAMN;Maymana Airport;35,93080;64,76090
AF;Ghazni;GZI;OAGN;Ghazni Airport;33,53120;68,41290
AF;Ghazni;SBF;OADS;Sardeh Band Airport;33,32070;68,63650
AF;Ghor;CCN;OACC;Chaghcharan Airport;34,52650;65,27100
AF;Helmand;BST;OABT;Bost Airport;31,55970;64,36500
AF;Helmand;DWR;OADY;Dwyer Airport;31;64
AF;Helmand;OAZ;OAZI;Camp Bastion Air Base;31,86380;64,22460
AF;Herat;HEA;OAHR;Herat International Airport;34,21000;62,22830
AF;Herat;OAH;OASD;Shindand Air Base;33,39130;62,26100
AF;Herat;ZAJ;OAZJ;Zaranj Airport;30,97220;61,86580
AF;Kabul;GRG;OAGZ;Gardez Airport;33,63150;69,23940
AF;Kabul;KBL;OAKB;Kabul International Airport;34,56580;69,21310
AF;Kandahar;KDH;OAKN;Kandahar International Airport;31,50580;65,84780
AF;Kandahar;TII;OATN;Tarinkot Airport;32,60420;65,86580
AF;Kandahar;URZ;OARG;Uruzgan Airport;32,90300;66,63090
AF;Khost;KHT;OAKS;Khost Airfield;33,33340;69,95200
AF;Khost;OLR;OASL;Forward Operating Base Salerno;33,36380;69,95610
AF;Kunduz;UND;OAUZ;Kunduz Airport;36,66510;68,91080
AF;Logar;OAA;OASH;Forward Operating Base Shank;33,92250;69,07720
AF;Nangarhar;JAA;OAJL;Jalalabad Airport;34,39980;70,49860
AF;Paktika;OAS;OASA;Sharana Airstrip / Forward Operating Base Sharana;33,12580;68,83850
AF;Paktika;URN;OAOG;Urgun Airport;32,93180;69,15630
AF;Parwan;OAI;OAIX;Bagram Airfield;34,94610;69,26500
AF;Takhar;TQN;OATQ;Taloqan Airport;36,77070;69,53200
AG;Barbuda;BBQ;TAPH;Barbuda Codrington Airport;17,63580;-61,82860
AG;Saint George;ANU;TAPA;V. C. Bird International Airport;17,13670;-61,79270
AI;Anguilla;AXA;TQPF;Clayton J. Lloyd International Airport;18,20480;-63,05510
AM;Erevan;EVN;UDYZ;Zvartnots International Airport;40,14730;44,39590
AM;Sirak;LWN;UDSG;Gyumri Shirak Airport;40,75040;43,85930
AO;Bengo;AZZ;FNAM;Ambriz Airport;-7,86222;13,11610
AO;Benguela;BUG;FNBG;Benguela Airport (Gen. V. Deslandes Airport);-12,60900;13,40370
AO;Benguela;CBT;FNCT;Catumbela Airport;-12,47920;13,48690
AO;Benguela;LLT;FNLB;Lobito Airport;-12,37570;13,56100
AO;Bie;ANL;;Andulo Airport;-11,47230;16,71090
AO;Bie;SVP;FNKU;Kuito Airport;-12,40460;16,94740
AO;Cabinda;CAB;FNCA;Cabinda Airport;-5,59699;12,18840
AO;Cunene;VPE;FNGI;Ondjiva Pereira Airport;-17,04350;15,68380
AO;Cunene;XGN;FNXA;Xangongo Airport;-16,75540;14,96530
AO;Huambo;NOV;FNHU;Albano Machado Airport;-12,80890;15,76050
AO;Huila;JMB;;Jamba Airport;-14,69820;16,07010
AO;Huila;SDD;FNUB;Lubango Mukanka Airport;-14,92470;13,57500
AO;Kuando Kubango;CTI;FNCV;Cuito Cuanavale Airport;-15,16030;19,15610
AO;Kuando Kubango;DRC;;Dirico Airport;-17,98190;20,76810
AO;Kuando Kubango;SPP;FNME;Menongue Airport;-14,65760;17,71980
AO;Kwanza Norte;NDF;;N'dalatando Airport;-9,27519;14,97720
AO;Kwanza Sul;CEO;FNWK;Waco Kungo Airport;-11,42640;15,10140
AO;Kwanza Sul;NDD;FNSU;Sumbe Airport;-11,16790;13,84750
AO;Kwanza Sul;PBN;FNPA;Porto Amboim Airport;-10,72200;13,76550
AO;Luanda;LAD;FNLU;Quatro de Fevereiro Airport;-8,85837;13,23120
AO;Lunda Norte;CFF;FNCF;Cafunfo Airport;-8,78361;17,98970
AO;Lunda Norte;DUE;FNDU;Dundo Airport;-7,40089;20,81850
AO;Lunda Norte;LBZ;FNLK;Lucapa Airport;-8,44573;20,73210
AO;Lunda Norte;LZM;FNLZ;Cuango-Luzamba Airport;-9,11596;18,04930
AO;Lunda Norte;NZA;FNZG;Nzagi Airport;-7,71694;21,35820
AO;Lunda Norte;PGI;FNCH;Chitato Airport;-7,35889;20,80470
AO;Lunda Sul;VHC;FNSA;Henrique de Carvalho Airport;-9,68907;20,43190
AO;Malange;KNP;FNCP;Kapanda Airport;-9,76937;15,45530
AO;Malange;MEG;FNMA;Malanje Airport;-9,52509;16,31240
AO;Moxico;CAV;FNCZ;Cazombo Airport;-11,89310;22,91640
AO;Moxico;CNZ;;Cangamba Airport;-13,71060;19,86110
AO;Moxico;GGC;;Lumbala N'guimbo Airport;-14,10500;21,45000
AO;Moxico;LUO;FNUE;Luena Airport;-11,76810;19,89770
AO;Moxico;UAL;FNUA;Luau Airport;-10,71580;22,23110
AO;Namibe;MSZ;FNMO;Namibe Airport (Yuri Gagarin Airport);-15,26120;12,14680
AO;Uige;GXG;FNNG;Negage Airport;-7,75451;15,28770
AO;Uige;UGO;FNUG;Uige Airport;-7,60307;15,02780
AO;Zaire;ARZ;FNZE;N'zeto Airport;-7,25944;12,86310
AO;Zaire;SSY;FNBC;Mbanza Congo Airport;-6,26990;14,24700
AO;Zaire;SZA;FNSO;Soyo Airport;-6,14109;12,37180
AQ;Antarctica;TNM;SCRM;Teniente R. Marsh Airport;-62,19080;-58,98670
AR;Buenos Aires;AEP;SABE;Aeroparque Internacional Jorge Newbery;-34,55890;-58,41640
AR;Buenos Aires;BHI;SAZB;Comandante Espora Airport;-38,72500;-62,16930
AR;Buenos Aires;CPG;;Carmen de Patagones Airport;-40,77810;-62,98030
AR;Buenos Aires;CSZ;SAZC;Brigadier Hector Eduardo Ruiz Airport;-37,44610;-61,88930
AR;Buenos Aires;EPA;SADP;El Palomar Airport;-34,60990;-58,61260
AR;Buenos Aires;EZE;SAEZ;Ministro Pistarini International Airport;-34,82220;-58,53580
AR;Buenos Aires;JNI;SAAJ;Junin Airport;-34,54590;-60,93060
AR;Buenos Aires;LPG;SADL;La Plata Airport;-34,97220;-57,89470
AR;Buenos Aires;MDQ;SAZM;Astor Piazzolla International Airport;-37,93420;-57,57330
AR;Buenos Aires;MJR;;Miramar Airport;-38,22710;-57,86970
AR;Buenos Aires;NEC;SAZO;Necochea Airport;-38,48310;-58,81720
AR;Buenos Aires;OVR;SAZF;Olavarria Airport;-36,89000;-60,21660
AR;Buenos Aires;OYO;SAZH;Tres Arroyos Airport;-38,38690;-60,32970
AR;Buenos Aires;PEH;SAZP;Comodoro Pedro Zanni Airport;-35,84460;-61,85760
AR;Buenos Aires;SST;SAZL;Santa Teresita Airport;-36,54230;-56,72180
AR;Buenos Aires;TDL;SAZT;Tandil Airport;-37,23740;-59,22790
AR;Buenos Aires;VGS;;General Villegas Airport;-35;-63
AR;Buenos Aires;VLG;SAZV;Villa Gesell Airport;-37,23540;-57,02920
AR;Catamarca;CTC;SANC;Coronel Felipe Varela International Airport;-28,59560;-65,75170
AR;Chaco;CNT;;Charata Airport;-27,21640;-61,21030
AR;Chaco;PRQ;SARS;Presidencia Roque Saenz Pena Airport;-26,75360;-60,49220
AR;Chaco;RES;SARE;Resistencia International Airport;-27,45000;-59,05610
AR;Chubut;ARR;SAVR;Alto Rio Senguer Airport;-45,01360;-70,81220
AR;Chubut;CRD;SAVC;General Enrique Mosconi International Airport;-45,78530;-67,46550
AR;Chubut;EMX;SAVD;El Maiten Airport;-42,02920;-71,17250
AR;Chubut;EQS;SAVE;Esquel Airport;-42,90800;-71,13950
AR;Chubut;JSM;SAWS;Jose de San Martin Airport;-44,04860;-70,45890
AR;Chubut;OLN;SAVM;Lago Musters Airport;-45,58240;-68,99980
AR;Chubut;PMY;SAVY;El Tehuelche Airport;-42,75920;-65,10270
AR;Chubut;REL;SAVT;Almirante Marcos A. Zar Airport;-43,21050;-65,27030
AR;Chubut;ROY;SAWM;Rio Mayo Airport;-45,70390;-70,24560
AR;Cordoba;COR;SACO;Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport (Pajas Blancas);-31,32360;-64,20800
AR;Cordoba;LCM;SACC;La Cumbre Airport;-31,00580;-64,53190
AR;Cordoba;RCU;SAOC;Las Higueras Airport;-33,08510;-64,26130
AR;Cordoba;VDR;SAOD;Villa Dolores Airport;-31,94520;-65,14630
AR;Corrientes;AOL;SARL;Paso de los Libres Airport;-29,68940;-57,15210
AR;Corrientes;CNQ;SARC;Doctor Fernando Piragine Niveyro International Airport;-27,44550;-58,76190
AR;Corrientes;MCS;SARM;Monte Caseros Airport;-30,27190;-57,64020
AR;Corrientes;MDX;SATM;Mercedes Airport;-29,22140;-58,08780
AR;Corrientes;OYA;SATG;Goya Airport;-29,10580;-59,21890
AR;Corrientes;UZU;SATU;Curuzu Cuatia Airport;-29,77060;-57,97890
AR;Entre Rios;COC;SAAC;Comodoro Pierrestegui Airport;-31,29690;-57,99660
AR;Entre Rios;GHU;SAAG;Gualeguaychu Airport;-33,01030;-58,61310
AR;Entre Rios;PRA;SAAP;General Justo Jose de Urquiza Airport;-31,79480;-60,48040
AR;Formosa;CLX;SATC;Clorinda Airport;-25,30360;-57,73440
AR;Formosa;FMA;SARF;Formosa International Airport (El Pucu Airport);-26,21270;-58,22810
AR;Formosa;LLS;SATK;Alferez Armando Rodriguez Airport;-24,72140;-60,54880
AR;Jujuy;JUJ;SASJ;Gobernador Horacio Guzman International Airport;-24,39280;-65,09780
AR;La Pampa;GPO;SAZG;General Pico Airport;-35,69620;-63,75830
AR;La Pampa;RSA;SAZR;Santa Rosa Airport (Argentina);-36,58830;-64,27570
AR;La Rioja;IRJ;SANL;Capitan Vicente Almandos Almonacid Airport;-29,38160;-66,79580
AR;Mendoza;AFA;SAMR;San Rafael Airport (Argentina);-34,58830;-68,40390
AR;Mendoza;LGS;SAMM;Comodoro D. Ricardo Salomon Airport;-35,49360;-69,57430
AR;Mendoza;MDZ;SAME;Gov. Francisco Gabrielli International Airport (El Plumerillo);-32,83170;-68,79290
AR;Misiones;ELO;SATD;Eldorado Airport;-26,39750;-54,57470
AR;Misiones;IGR;SARI;Cataratas del Iguazu International Airport;-25,73730;-54,47340
AR;Misiones;PSS;SARP;Libertador General Jose de San Martin Airport;-27,38580;-55,97070
AR;Neuquen;APZ;SAHZ;Zapala Airport;-38,97550;-70,11360
AR;Neuquen;CPC;SAZY;Aviador Carlos Campos Airport;-40,07540;-71,13730
AR;Neuquen;CUT;SAZW;Cutral Co Airport;-38,93970;-69,26460
AR;Neuquen;CVH;;Caviahue Airport;-37,85140;-71,00920
AR;Neuquen;HOS;SAHC;Chos Malal Airport;-37,44470;-70,22250
AR;Neuquen;LCP;;Loncopue Airport;-38,08190;-70,64390
AR;Neuquen;NQN;SAZN;Presidente Peron International Air;-38,94900;-68,15570
AR;Neuquen;RDS;SAHS;Rincon de los Sauces Airport;-37,39060;-68,90420
AR;Rio Negro;BRC;SAZS;San Carlos de Bariloche Airport;-41,15120;-71,15750
AR;Rio Negro;CCT;;Colonia Catriel Airport;-37,91020;-67,83500
AR;Rio Negro;EHL;SAVB;El Bolson Airport;-41,94320;-71,53230
AR;Rio Negro;GNR;SAHR;Dr. Arturo Umberto Illia Airport;-39,00070;-67,62050
AR;Rio Negro;IGB;SAVJ;Ingeniero Jacobacci Airport (Capitan FAA H. R. Borden Airport);-41,32090;-69,57490
AR;Rio Negro;LMD;;Los Menucos Airport;-40,81770;-68,07470
AR;Rio Negro;MQD;SAVQ;Maquinchao Airport;-41,24310;-68,70780
AR;Rio Negro;OES;SAVN;Antoine de Saint Exupery Airport;-40,75120;-65,03430
AR;Rio Negro;SGV;SAVS;Sierra Grande Airport;-41,59170;-65,33940
AR;Rio Negro;VCF;;Valcheta Airport;-40,70000;-66,15000
AR;Rio Negro;VDM;SAVV;Gobernador Edgardo Castello Airport;-40,86920;-63,00040
AR;Salta;ORA;SASO;Oran Air;-23,15280;-64,32920
AR;Salta;SLA;SASA;Martin Miguel de Guemes International Airport;-24,85600;-65,48620
AR;Salta;TTG;SAST;Tartagal Airport;-22,61960;-63,79370
AR;San Juan;UAQ;SANU;Domingo Faustino Sarmiento Airport;-31,57150;-68,41820
AR;San Luis;LUQ;SAOU;Brigadier Mayor Cesar Raul Ojeda Airport;-33,27320;-66,35640
AR;San Luis;RLO;SAOS;Valle del Conlara Airport;-32,38470;-65,18650
AR;San Luis;VME;SAOR;Villa Reynolds Airport;-33,72990;-65,38740
AR;Santa Cruz;CVI;;Caleta Olivia Airport;-46,43180;-67,51860
AR;Santa Cruz;FTE;SAWA;Comandante Armando Tola International Airport;-50,28030;-72,05310
AR;Santa Cruz;GGS;SAWR;Gobernador Gregores Airport;-48,78310;-70,15000
AR;Santa Cruz;LHS;SAVH;Las Heras Airport;-46,53830;-68,96530
AR;Santa Cruz;PMQ;SAWP;Perito Moreno Airport;-46,53790;-70,97870
AR;Santa Cruz;PUD;SAWD;Puerto Deseado Airport;-47,73530;-65,90410
AR;Santa Cruz;RGL;SAWG;Piloto Civil Norberto Fernandez International Airport;-51,60890;-69,31260
AR;Santa Cruz;RYO;SAWT;Rio Turbio Airport;-51,60500;-72,22030
AR;Santa Cruz;RZA;SAWU;Santa Cruz Airport (Argentina);-50,01650;-68,57920
AR;Santa Cruz;ULA;SAWJ;Capitan Jose Daniel Vazquez Airport;-49,30680;-67,80260
AR;Santa Fe;CRR;SANW;Ceres Airport;-29,87230;-61,92790
AR;Santa Fe;NCJ;SAFS;Sunchales Airport;-30,95750;-61,52830
AR;Santa Fe;RAF;SAFR;Rafaela Airport;-31,28250;-61,50170
AR;Santa Fe;RCQ;SATR;Reconquista Airport;-29,21030;-59,68000
AR;Santa Fe;ROS;SAAR;Rosario - Islas Malvinas International Airport;-32,90360;-60,78500
AR;Santa Fe;SFN;SAAV;Sauce Viejo Airport;-31,71170;-60,81170
AR;Santiago del Estero;RHD;SANR;Termas de Rio Hondo Airport;-27,49660;-64,93600
AR;Santiago del Estero;SDE;SANE;Vicecomodoro Angel de la Paz Aragones Airport;-27,76560;-64,31000
AR;Tierra del Fuego;RGA;SAWE;Hermes Quijada International Airport;-53,77770;-67,74940
AR;Tierra del Fuego;USH;SAWH;Ushuaia - Malvinas Argentinas International Airport;-54,84330;-68,29580
AR;Tucuman;TUC;SANT;Teniente General Benjamin Matienzo International Airport;-26,84090;-65,10490
AS;Eastern District;OFU;NSAS;Ofu Airport;-14,18440;-169,67000
AS;Eastern District;PPG;NSTU;Pago Pago International Airport;-14,33100;-170,71000
AS;Eastern District;TAV;;Tau Airport;-14,22920;-169,51100
AT;Karnten;KLU;LOWK;Klagenfurt Airport;46,64250;14,33770
AT;Niederosterreich;VIE;LOWW;Vienna International Airport;48,11030;16,56970
AT;Oberosterreich;LNZ;LOWL;Linz Airport (Blue Danube Airport);48,23320;14,18750
AT;Salzburg;SZG;LOWS;Salzburg Airport;47,79330;13,00430
AT;Steiermark;GRZ;LOWG;Graz Airport;46,99110;15,43960
AT;Tirol;INN;LOWI;Innsbruck Airport (Kranebitten Airport);47,26020;11,34400
AT;Vorarlberg;HOH;LOIH;Hohenems-Dornbirn Airport;47,38500;9,70000
AU;Australian Capital Territory;CBR;YSCB;Canberra Airport;-35,30690;149,19500
AU;New South Wales;ABX;YMAY;Albury Airport;-36,06780;146,95800
AU;New South Wales;ARM;YARM;Armidale Airport;-30,52810;151,61700
AU;New South Wales;BEO;YLMQ;Lake Macquarie Airport (Belmont Airport);-33,06670;151,64800
AU;New South Wales;BHQ;YBHI;Broken Hill Airport;-32,00140;141,47200
AU;New South Wales;BHS;YBTH;Bathurst Airport;-33,40940;149,65200
AU;New South Wales;BNK;YBNA;Ballina Byron Gateway Airport;-28,83390;153,56200
AU;New South Wales;BRK;YBKE;Bourke Airport;-30,03920;145,95200
AU;New South Wales;BWQ;YBRW;Brewarrina Airport;-29,97390;146,81700
AU;New South Wales;BWU;YSBK;Bankstown Airport;-33,92440;150,98800
AU;New South Wales;BZD;YBRN;Balranald Airport;-34,62360;143,57800
AU;New South Wales;CAZ;YCBA;Cobar Airport;-31,53830;145,79400
AU;New South Wales;CBX;YCDO;Condobolin Airport;-33,06440;147,20900
AU;New South Wales;CDU;YSCN;Camden Airport;-34,04030;150,68700
AU;New South Wales;CES;YCNK;Cessnock Airport;-32,78750;151,34200
AU;New South Wales;CFS;YCFS;Coffs Harbour Airport;-30,32060;153,11600
AU;New South Wales;CLH;YCAH;Coolah Airport;-31,77330;149,61000
AU;New South Wales;CMD;YCTM;Cootamundra Airport;-34,62390;148,02800
AU;New South Wales;CNB;YCNM;Coonamble Airport;-30,98330;148,37600
AU;New South Wales;COJ;YCBB;Coonabarabran Airport;-31,33250;149,26700
AU;New South Wales;CRB;YCBR;Collarenebri Airport;-29,52170;148,58200
AU;New South Wales;CSI;YCAS;Casino Airport;-28,88280;153,06700
AU;New South Wales;CUG;YCUA;Cudal Airport;-33,27830;148,76300
AU;New South Wales;CWT;YCWR;Cowra Airport;-33,84470;148,64900
AU;New South Wales;CWW;YCOR;Corowa Airport;-35,99470;146,35700
AU;New South Wales;DBO;YSDU;Dubbo City Regional Airport;-32,21670;148,57500
AU;New South Wales;DGE;YMDG;Mudgee Airport;-32,56250;149,61100
AU;New South Wales;DNQ;YDLQ;Deniliquin Airport;-35,55940;144,94600
AU;New South Wales;EVH;YEVD;Evans Head Memorial Aerodrome;-29,09330;153,42000
AU;New South Wales;FLY;YFIL;Finley Airport;-35,66670;145,55000
AU;New South Wales;FOT;YFST;Forster (Wallis Island) Airport;-32,20420;152,47900
AU;New South Wales;FRB;YFBS;Forbes Airport;-33,36360;147,93500
AU;New South Wales;GFE;;Grenfell Airport;-34;148,13300
AU;New South Wales;GFF;YGTH;Griffith Airport;-34,25080;146,06700
AU;New South Wales;GFN;YGFN;Clarence Valley Regional Airport;-29,75940;153,03000
AU;New South Wales;GLI;YGLI;Glen Innes Airport;-29,67500;151,68900
AU;New South Wales;GOS;YSMB;Somersby Airfield;-33,36780;151,30000
AU;New South Wales;GUH;YGDH;Gunnedah Airport;-30,96110;150,25100
AU;New South Wales;GUL;YGLB;Goulburn Airport;-34,81030;149,72600
AU;New South Wales;HXX;YHAY;Hay Airport;-34,53140;144,83000
AU;New South Wales;IVR;YIVL;Inverell Airport;-29,88830;151,14400
AU;New South Wales;KPS;YKMP;Kempsey Airport;-31,07440;152,77000
AU;New South Wales;LBH;;Palm Beach Water Airport;-33,58710;151,32300
AU;New South Wales;LDH;YLHI;Lord Howe Island Airport;-31,53830;159,07700
AU;New South Wales;LHG;YLRD;Lightning Ridge Airport;-29,45670;147,98400
AU;New South Wales;LSY;YLIS;Lismore Airport;-28,83030;153,26000
AU;New South Wales;MIM;YMER;Merimbula Airport;-36,90860;149,90100
AU;New South Wales;MRZ;YMOR;Moree Airport;-29,49890;149,84500
AU;New South Wales;MTL;YMND;Maitland Airport;-32,70130;151,49300
AU;New South Wales;MVH;;Macksville Airport;-30,70000;152,91700
AU;New South Wales;MYA;YMRY;Moruya Airport;-35,89780;150,14400
AU;New South Wales;NAA;YNBR;Narrabri Airport;-30,31920;149,82700
AU;New South Wales;NBH;YNHS;Nambucca Heads Airport;-30,65000;153
AU;New South Wales;NGA;YYNG;Young Airport;-34,25560;148,24800
AU;New South Wales;NOA;YSNW;NAS Nowra;-34,94890;150,53700
AU;New South Wales;NRA;YNAR;Narrandera Airport;-34,70220;146,51200
AU;New South Wales;NSO;YSCO;Scone Airport;-32,03720;150,83200
AU;New South Wales;NTL;YWLM;Newcastle Airport / RAAF Base Williamtown;-32,79500;151,83400
AU;New South Wales;NYN;YNYN;Nyngan Airport;-31,55110;147,20300
AU;New South Wales;OAG;YORG;Orange Airport;-33,38170;149,13300
AU;New South Wales;OOM;YCOM;Cooma-Snowy Mountains Airport;-36,30060;148,97400
AU;New South Wales;PKE;YPKS;Parkes Airport;-33,13140;148,23900
AU;New South Wales;PQQ;YPMQ;Port Macquarie Airport;-31,43580;152,86300
AU;New South Wales;RSE;;Rose Bay Water Airport;-33,86900;151,26200
AU;New South Wales;SIX;YSGT;Singleton Airport;-32,60080;151,19300
AU;New South Wales;SYD;YSSY;Sydney Airport (Kingsford Smith Airport);-33,94610;151,17700
AU;New South Wales;TCW;YTOC;Tocumwal Airport;-35,81170;145,60800
AU;New South Wales;TEM;YTEM;Temora Airport;-34,42140;147,51200
AU;New South Wales;TMW;YSTW;Tamworth Regional Airport;-31,08390;150,84700
AU;New South Wales;TRO;YTRE;Taree Airport;-31,88860;152,51400
AU;New South Wales;TUM;YTMU;Tumut Airport;-35,26280;148,24100
AU;New South Wales;TYB;YTIB;Tibooburra Airport;-29,45110;142,05800
AU;New South Wales;UIR;YQDI;Quirindi Airport;-31,49060;150,51400
AU;New South Wales;WAU;;Wauchope Airport;-20,64060;134,21500
AU;New South Wales;WEW;YWWA;Wee Waa Airport;-30,25830;149,40800
AU;New South Wales;WGA;YSWG;Wagga Wagga Airport;-35,16530;147,46600
AU;New South Wales;WGE;YWLG;Walgett Airport;-30,03280;148,12600
AU;New South Wales;WIO;YWCA;Wilcannia Airport;-31,52640;143,37500
AU;New South Wales;WLC;YWCH;Walcha Airport;-31;151,56700
AU;New South Wales;WOL;YWOL;Illawarra Regional Airport;-34,56110;150,78900
AU;New South Wales;WWY;YWWL;West Wyalong Airport;-33,93720;147,19100
AU;New South Wales;XRH;YSRI;RAAF Base Richmond;-33,60060;150,78100
AU;Northern Territory;AMX;;Ammaroo Airport;-21,73830;135,24200
AU;Northern Territory;ANZ;;Angus Downs Airport;-25,03250;132,27500
AU;Northern Territory;ASP;YBAS;Alice Springs Airport;-23,80670;133,90200
AU;Northern Territory;AVG;YAUV;Auvergne Airport;-15,70000;130
AU;Northern Territory;AWP;;Austral Downs Airport;-20,50000;137,75000
AU;Northern Territory;AXL;YALX;Alexandria Homestead Airport;-19,06020;136,71000
AU;Northern Territory;AYD;;Alroy Downs Airport;-19,29080;136,07900
AU;Northern Territory;AYL;;Anthony Lagoon Airport;-18,01810;135,53500
AU;Northern Territory;AYQ;YAYE;Ayers Rock Airport;-25,18610;130,97600
AU;Northern Territory;BCZ;;Bickerton Island Airport;-13,78080;136,20200
AU;Northern Territory;BOX;YBRL;Borroloola Airport;-16,07530;136,30200
AU;Northern Territory;BRT;YBTI;Bathurst Island Airport;-11,76920;130,62000
AU;Northern Territory;BTD;;Brunette Downs Airport;-18,64000;135,93800
AU;Northern Territory;BYX;;Baniyala Airport;-13,19810;136,22700
AU;Northern Territory;CDA;YCOO;Cooinda Airport;-12,90330;132,53200
AU;Northern Territory;CFI;YCFD;Camfield Airport;-17,02170;131,32700
AU;Northern Territory;CKI;YCKI;Croker Island Airport;-11,16500;132,48300
AU;Northern Territory;COB;;Coolibah Airport;-15,54830;130,96200
AU;Northern Territory;CSD;;Cresswell Downs Airport;-17,94800;135,91600
AU;Northern Territory;CTR;;Cattle Creek Airport;-17,60700;131,54900
AU;Northern Territory;DKV;YDVR;Docker River Airport;-24,86000;129,07000
AU;Northern Territory;DLV;YDLV;Delissaville Airport;-12,55000;130,68500
AU;Northern Territory;DRW;YPDN;Darwin International Airport;-12,41470;130,87700
AU;Northern Territory;DVR;;Daly River Airport;-13,74980;130,69400
AU;Northern Territory;DYW;;Daly Waters Airport;-16,26470;133,38300
AU;Northern Territory;EDD;;Erldunda Airport;-25,20580;133,25400
AU;Northern Territory;EKD;;Elkedra Airport;-21,17250;135,44400
AU;Northern Territory;ELC;YELD;Elcho Island Airport;-12,01940;135,57100
AU;Northern Territory;EVD;;Eva Downs Airport;-18,00100;134,86300
AU;Northern Territory;FIK;YFNE;Finke Airport;-25,59470;134,58300
AU;Northern Territory;GBL;YGBI;South Goulburn Island Airport;-11,65000;133,38200
AU;Northern Territory;GOV;YPGV;Gove Airport;-12,26940;136,81800
AU;Northern Territory;GPN;YGPT;Garden Point Airport;-11,40250;130,42200
AU;Northern Territory;GTE;YGTE;Groote Eylandt Airport;-13,97500;136,46000
AU;Northern Territory;GTS;YTGT;The Granites Airport;-26,94830;133,60700
AU;Northern Territory;HMG;YHMB;Hermannsburg Airport;-23,93000;132,80500
AU;Northern Territory;HOK;YHOO;Hooker Creek Airport;-18,33670;130,63800
AU;Northern Territory;HRY;YHBY;Henbury Airport;-24,58400;133,23600
AU;Northern Territory;HUB;YHBR;Humbert River Airport;-16,48970;130,63000
AU;Northern Territory;IVW;YINW;Inverway Airport;-17,84110;129,64300
AU;Northern Territory;JAB;YJAB;Jabiru Airport;-12,65830;132,89300
AU;Northern Territory;KBB;;Kirkimbie Airport;-17,77920;129,21000
AU;Northern Territory;KBJ;YKCA;Kings Canyon Airport;-24,26000;131,49000
AU;Northern Territory;KCS;YKCS;Kings Creek Station Airport;-24,42330;131,83500
AU;Northern Territory;KFG;YKKG;Kalkgurung Airport;-17,43190;130,80800
AU;Northern Territory;KGR;;Kulgera Airport;-25,84280;133,29200
AU;Northern Territory;KRD;;Kurundi Airport;-20,51000;134,67100
AU;Northern Territory;KTR;YPTN;RAAF Base Tindal;-14,52110;132,37800
AU;Northern Territory;LEL;YLEV;Lake Evella Airport;-12,49890;135,80600
AU;Northern Territory;LIB;;Limbunya Airport;-17,23560;129,88200
AU;Northern Territory;LNH;YLKN;Lake Nash Airport;-20,98070;137,91800
AU;Northern Territory;MCV;YMHU;McArthur River Mine Airport;-16,44250;136,08400
AU;Northern Territory;MFP;YMCR;Manners Creek Airport;-22,10000;137,98300
AU;Northern Territory;MGT;YMGB;Milingimbi Airport;-12,09440;134,89400
AU;Northern Territory;MIY;;Mittiebah Airport;-18,80930;137,08100
AU;Northern Territory;MIZ;;Mainoru Airport;-14,05330;134,09400
AU;Northern Territory;MKV;YMVG;Mount Cavenagh Airport;-25,96670;133,20000
