,Unnamed: 0,date,carrier,number,code_i,hora_i,code_f,hora_f,travel_time,inicial_hour,final_hour,coords_i,coords_f,hour0,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24,hour25,hour26,hour27,hour28,hour29,hour30,hour31,hour32,hour33,hour34,hour35,hour36,hour37,hour38,hour39
130,130,2024-05-17 00:00:00,DL,724,ATL,2024-05-17 08:10:00-04:00,BOS,2024-05-17 10:48:00-04:00,3,8,11,"[33.6367, -84.4281]","[42.3643, -71.0052]", , , , , , , , ,"[33.6367, -84.4281]","[36.545899999999996, -79.9538]","[39.4551, -75.4795]","[42.3643, -71.0052]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
131,131,2024-05-17 00:00:00,DL,381,TPA,2024-05-17 09:00:00-04:00,SEA,2024-05-17 12:04:00-07:00,7,9,16,"[27.9755, -82.5332]","[47.449, -122.309]", , , , , , , , , ,"[27.9755, -82.5332]","[30.757428571428573, -88.21545714285713]","[33.53935714285714, -93.89771428571429]","[36.321285714285715, -99.57997142857143]","[39.10321428571429, -105.26222857142857]","[41.88514285714285, -110.94448571428572]","[44.66707142857143, -116.62674285714286]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , , , , , , 
132,132,2024-05-17 00:00:00,DL,585,ATL,2024-05-17 16:35:00-04:00,MEX,2024-05-17 18:30:00-06:00,4,16,20,"[33.6367, -84.4281]","[19.4363, -99.0721]", , , , , , , , , , , , , , , , ,"[33.6367, -84.4281]","[30.086599999999997, -88.0891]","[26.536499999999997, -91.7501]","[22.9864, -95.4111]","[19.4363, -99.0721]", , , , , , , , , , , , , , , , , , , 
133,133,2024-05-17 00:00:00,DL,841,SLC,2024-05-17 11:10:00-06:00,ATL,2024-05-17 16:55:00-04:00,4,11,15,"[40.7884, -111.978]","[33.6367, -84.4281]", , , , , , , , , , , ,"[40.7884, -111.978]","[39.000475, -105.090525]","[37.21255, -98.20304999999999]","[35.424625, -91.315575]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , , , 
134,134,2024-05-17 00:00:00,DL,448,OGG,2024-05-17 21:55:00-10:00,LAX,2024-05-18 06:17:00-07:00,6,21,27,"[20.8986, -156.43]","[33.9425, -118.408]", , , , , , , , , , , , , , , , , , , , , ,"[20.8986, -156.43]","[23.072583333333334, -150.09300000000002]","[25.246566666666666, -143.756]","[27.42055, -137.419]","[29.594533333333334, -131.082]","[31.76851666666667, -124.745]","[33.9425, -118.408]", , , , , , , , , , , , 
135,135,2024-05-17 00:00:00,DL,697,SLC,2024-05-17 17:45:00-06:00,DEN,2024-05-17 19:16:00-06:00,2,17,19,"[40.7884, -111.978]","[39.8617, -104.673]", , , , , , , , , , , , , , , , , ,"[40.7884, -111.978]","[40.325050000000005, -108.3255]","[39.8617, -104.673]", , , , , , , , , , , , , , , , , , , , 
136,136,2024-05-17 00:00:00,DL,527,PHX,2024-05-17 22:39:00-07:00,JFK,2024-05-18 06:26:00-04:00,5,22,27,"[33.4343, -112.012]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , , , , , ,"[33.4343, -112.012]","[34.87538, -104.36538]","[36.31646, -96.71876]","[37.75754, -89.07213999999999]","[39.19862, -81.42551999999999]","[40.6397, -73.7789]", , , , , , , , , , , , 
137,137,2024-05-17 00:00:00,DL,338,AUS,2024-05-17 06:00:00-05:00,SEA,2024-05-17 08:31:00-07:00,5,6,11,"[30.1945, -97.6699]","[47.449, -122.309]", , , , , , ,"[30.1945, -97.6699]","[33.6454, -102.59772]","[37.0963, -107.52553999999999]","[40.547200000000004, -112.45336]","[43.9981, -117.38118]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
138,138,2024-05-17 00:00:00,DL,740,DFW,2024-05-17 05:10:00-05:00,SLC,2024-05-17 07:01:00-06:00,3,5,8,"[32.8968, -97.038]","[40.7884, -111.978]", , , , , ,"[32.8968, -97.038]","[35.52733333333333, -102.018]","[38.15786666666667, -106.99799999999999]","[40.7884, -111.978]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
139,139,2024-05-17 00:00:00,DL,317,DEN,2024-05-17 07:10:00-06:00,LGA,2024-05-17 12:55:00-04:00,4,7,11,"[39.8617, -104.673]","[40.775, -73.875]", , , , , , , ,"[39.8617, -104.673]","[40.090025, -96.9735]","[40.318349999999995, -89.274]","[40.546675, -81.5745]","[40.775, -73.875]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
140,140,2024-05-17 00:00:00,DL,359,JFK,2024-05-17 13:20:00-04:00,ATL,2024-05-17 15:42:00-04:00,3,13,16,"[40.6397, -73.7789]","[33.6367, -84.4281]", , , , , , , , , , , , , ,"[40.6397, -73.7789]","[38.305366666666664, -77.32863333333333]","[35.97103333333333, -80.87836666666666]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , , 
141,141,2024-05-17 00:00:00,DL,265,CDG,2024-05-17 14:40:00+02:00,JFK,2024-05-17 17:10:00-04:00,9,14,23,"[49.0097, 2.54778]","[40.6397, -73.7789]", , , , , , , , , , , , , , ,"[49.0097, 2.54778]","[48.0797, -5.932962222222223]","[47.1497, -14.413704444444445]","[46.2197, -22.894446666666667]","[45.2897, -31.37518888888889]","[44.359700000000004, -39.855931111111104]","[43.4297, -48.33667333333333]","[42.4997, -56.817415555555556]","[41.5697, -65.29815777777777]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , 
142,142,2024-05-17 00:00:00,DL,674,LAX,2024-05-17 07:00:00-07:00,SEA,2024-05-17 09:56:00-07:00,3,7,10,"[33.9425, -118.408]","[47.449, -122.309]", , , , , , , ,"[33.9425, -118.408]","[38.44466666666667, -119.70833333333333]","[42.94683333333333, -121.00866666666667]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
143,143,2024-05-17 00:00:00,DL,838,LGA,2024-05-17 20:30:00-04:00,ATL,2024-05-17 23:03:00-04:00,3,20,23,"[40.775, -73.875]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , ,"[40.775, -73.875]","[38.39556666666667, -77.3927]","[36.01613333333333, -80.9104]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , 
144,144,2024-05-17 00:00:00,DL,729,ATL,2024-05-17 07:05:00-04:00,ATL,2024-05-17 11:53:00-04:00,5,7,12,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , , , , , , 
145,145,2024-05-17 00:00:00,DL,576,MEX,2024-05-17 11:40:00-06:00,ATL,2024-05-17 17:10:00-04:00,4,11,15,"[19.4363, -99.0721]","[33.6367, -84.4281]", , , , , , , , , , , ,"[19.4363, -99.0721]","[22.9864, -95.4111]","[26.536499999999997, -91.7501]","[30.086599999999997, -88.0891]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , , , 
146,146,2024-05-17 00:00:00,DL,878,LAX,2024-05-17 15:25:00-07:00,BOS,2024-05-17 23:58:00-04:00,6,15,21,"[33.9425, -118.408]","[42.3643, -71.0052]", , , , , , , , , , , , , , , ,"[33.9425, -118.408]","[35.346133333333334, -110.50753333333333]","[36.749766666666666, -102.60706666666667]","[38.153400000000005, -94.70660000000001]","[39.55703333333334, -86.80613333333334]","[40.96066666666667, -78.90566666666666]","[42.3643, -71.0052]", , , , , , , , , , , , , , , , , , 
147,147,2024-05-17 00:00:00,DL,629,BOS,2024-05-17 19:50:00-04:00,MCO,2024-05-17 22:58:00-04:00,4,19,23,"[42.3643, -71.0052]","[28.4294, -81.309]", , , , , , , , , , , , , , , , , , , ,"[42.3643, -71.0052]","[38.880575, -73.58115000000001]","[35.39685, -76.1571]","[31.913125, -78.73304999999999]","[28.4294, -81.309]", , , , , , , , , , , , , , , , 
148,148,2024-05-17 00:00:00,DL,786,ATL,2024-05-17 08:30:00-04:00,ATL,2024-05-17 19:36:00-04:00,12,8,20,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , 
149,149,2024-05-17 00:00:00,DL,514,CVG,2024-05-17 19:30:00-04:00,SLC,2024-05-17 21:22:00-06:00,4,19,23,"[39.0488, -84.6678]","[40.7884, -111.978]", , , , , , , , , , , , , , , , , , , ,"[39.0488, -84.6678]","[39.4837, -91.49535]","[39.9186, -98.3229]","[40.353500000000004, -105.15044999999999]","[40.7884, -111.978]", , , , , , , , , , , , , , , , 
150,150,2024-05-17 00:00:00,DL,2,LHR,2024-05-17 10:50:00+01:00,JFK,2024-05-17 13:55:00-04:00,9,10,19,"[51.4775, -0.46139]","[40.6397, -73.7789]", , , , , , , , , , ,"[51.4775, -0.46139]","[50.2733, -8.60778]","[49.0691, -16.754170000000002]","[47.8649, -24.900560000000002]","[46.6607, -33.04695]","[45.4565, -41.19334]","[44.2523, -49.33973]","[43.0481, -57.48612000000001]","[41.8439, -65.63251]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , , , 
151,151,2024-05-17 00:00:00,DL,131,MUC,2024-05-17 10:25:00+02:00,ATL,2024-05-17 14:50:00-04:00,11,10,21,"[48.3538, 11.7861]","[33.6367, -84.4281]", , , , , , , , , , ,"[48.3538, 11.7861]","[47.01588181818182, 3.039354545454545]","[45.677963636363636, -5.707390909090909]","[44.340045454545454, -14.454136363636364]","[43.00212727272727, -23.20088181818182]","[41.66420909090909, -31.947627272727274]","[40.32629090909091, -40.69437272727273]","[38.988372727272726, -49.44111818181818]","[37.650454545454544, -58.18786363636364]","[36.31253636363636, -66.93460909090908]","[34.97461818181818, -75.68135454545454]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , 
152,152,2024-05-17 00:00:00,DL,692,LAX,2024-05-17 18:59:00-07:00,AUS,2024-05-17 23:53:00-05:00,3,18,21,"[33.9425, -118.408]","[30.1945, -97.6699]", , , , , , , , , , , , , , , , , , ,"[33.9425, -118.408]","[32.69316666666667, -111.4953]","[31.443833333333334, -104.5826]","[30.1945, -97.6699]", , , , , , , , , , , , , , , , , , 
153,153,2024-05-17 00:00:00,DL,334,BNA,2024-05-17 12:03:00-05:00,DTW,2024-05-17 14:44:00-04:00,2,12,14,"[36.1245, -86.6782]","[42.2125, -83.3533]", , , , , , , , , , , , ,"[36.1245, -86.6782]","[39.168499999999995, -85.01575]","[42.2125, -83.3533]", , , , , , , , , , , , , , , , , , , , , , , , , 
154,154,2024-05-17 00:00:00,DL,693,SEA,2024-05-17 15:50:00-07:00,HNL,2024-05-17 19:14:00-10:00,7,15,22,"[47.449, -122.309]","[21.3206, -157.924]", , , , , , , , , , , , , , , ,"[47.449, -122.309]","[43.71637142857143, -127.39685714285714]","[39.98374285714286, -132.4847142857143]","[36.25111428571428, -137.57257142857142]","[32.51848571428572, -142.66042857142858]","[28.785857142857143, -147.74828571428571]","[25.05322857142857, -152.83614285714287]","[21.3206, -157.924]", , , , , , , , , , , , , , , , , 
155,155,2024-05-17 00:00:00,DL,115,DUB,2024-05-17 12:00:00+01:00,MSP,2024-05-17 14:35:00-05:00,9,12,21,"[53.4213, -6.27007]","[44.882, -93.2218]", , , , , , , , , , , , ,"[53.4213, -6.27007]","[52.47248888888889, -15.931373333333333]","[51.52367777777778, -25.592676666666666]","[50.574866666666665, -35.25398]","[49.62605555555555, -44.91528333333333]","[48.67724444444444, -54.576586666666664]","[47.728433333333335, -64.23789]","[46.77962222222222, -73.89919333333333]","[45.83081111111111, -83.56049666666667]","[44.882, -93.2218]", , , , , , , , , , , , , , , , , , 
156,156,2024-05-17 00:00:00,DL,862,ORD,2024-05-17 06:10:00-05:00,SEA,2024-05-17 08:37:00-07:00,5,6,11,"[41.9786, -87.9047]","[47.449, -122.309]", , , , , , ,"[41.9786, -87.9047]","[43.07268, -94.78556]","[44.16676, -101.66642]","[45.26084, -108.54728]","[46.35492, -115.42814]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
157,157,2024-05-17 00:00:00,DL,655,JFK,2024-05-17 15:15:00-04:00,DEN,2024-05-17 17:57:00-06:00,5,15,20,"[40.6397, -73.7789]","[39.8617, -104.673]", , , , , , , , , , , , , , , ,"[40.6397, -73.7789]","[40.4841, -79.95772]","[40.3285, -86.13654]","[40.1729, -92.31536]","[40.0173, -98.49418]","[39.8617, -104.673]", , , , , , , , , , , , , , , , , , , 
158,158,2024-05-17 00:00:00,DL,944,DTW,2024-05-17 16:15:00-04:00,SEA,2024-05-17 18:02:00-07:00,5,16,21,"[42.2125, -83.3533]","[47.449, -122.309]", , , , , , , , , , , , , , , , ,"[42.2125, -83.3533]","[43.2598, -91.14444]","[44.3071, -98.93558]","[45.3544, -106.72672]","[46.4017, -114.51786]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , 
159,159,2024-05-17 00:00:00,DL,204,JFK,2024-05-17 17:45:00-04:00,ARN,2024-05-18 08:00:00+02:00,9,17,26,"[40.6397, -73.7789]","[59.6519, 17.9186]", , , , , , , , , , , , , , , , , ,"[40.6397, -73.7789]","[42.75216666666667, -63.590288888888885]","[44.86463333333333, -53.40167777777778]","[46.9771, -43.21306666666666]","[49.08956666666666, -33.024455555555555]","[51.20203333333333, -22.835844444444447]","[53.314499999999995, -12.647233333333332]","[55.426966666666665, -2.458622222222232]","[57.539433333333335, 7.729988888888883]","[59.6519, 17.918599999999998]", , , , , , , , , , , , , 
160,160,2024-05-17 00:00:00,DL,194,ATL,2024-05-17 18:30:00-04:00,BCN,2024-05-18 09:10:00+02:00,9,18,27,"[33.6367, -84.4281]","[41.2971, 2.07846]", , , , , , , , , , , , , , , , , , ,"[33.6367, -84.4281]","[34.487855555555555, -74.81626]","[35.33901111111111, -65.20442]","[36.19016666666666, -55.59258]","[37.04132222222222, -45.98074]","[37.89247777777778, -36.3689]","[38.743633333333335, -26.757059999999996]","[39.594788888888885, -17.145219999999995]","[40.44594444444444, -7.533379999999994]","[41.2971, 2.078460000000007]", , , , , , , , , , , , 
161,161,2024-05-17 00:00:00,DL,670,LAX,2024-05-17 14:20:00-07:00,JFK,2024-05-17 22:51:00-04:00,6,14,20,"[33.9425, -118.408]","[40.6397, -73.7789]", , , , , , , , , , , , , , ,"[33.9425, -118.408]","[35.0587, -110.96981666666667]","[36.1749, -103.53163333333333]","[37.2911, -96.09344999999999]","[38.4073, -88.65526666666666]","[39.5235, -81.21708333333333]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , , 
162,162,2024-05-17 00:00:00,DL,522,HNL,2024-05-17 13:08:00-10:00,SEA,2024-05-17 21:59:00-07:00,6,13,19,"[21.3206, -157.924]","[47.449, -122.309]", , , , , , , , , , , , , ,"[21.3206, -157.924]","[25.67533333333333, -151.98816666666667]","[30.030066666666663, -146.05233333333334]","[34.3848, -140.1165]","[38.73953333333333, -134.18066666666667]","[43.09426666666666, -128.24483333333333]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , , , 
163,163,2024-05-17 00:00:00,DL,337,SLC,2024-05-17 13:45:00-06:00,ATL,2024-05-17 19:31:00-04:00,4,13,17,"[40.7884, -111.978]","[33.6367, -84.4281]", , , , , , , , , , , , , ,"[40.7884, -111.978]","[39.000475, -105.090525]","[37.21255, -98.20304999999999]","[35.424625, -91.315575]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , 
164,164,2024-05-17 00:00:00,DL,947,ATL,2024-05-17 16:49:00-04:00,SAN,2024-05-17 18:27:00-07:00,5,16,21,"[33.6367, -84.4281]","[32.7336, -117.19]", , , , , , , , , , , , , , , , ,"[33.6367, -84.4281]","[33.45608, -90.98048]","[33.27546, -97.53286]","[33.09484, -104.08524]","[32.91422, -110.63762]","[32.7336, -117.19]", , , , , , , , , , , , , , , , , , 
165,165,2024-05-17 00:00:00,DL,786,ATL,2024-05-17 08:30:00-04:00,ATL,2024-05-17 19:36:00-04:00,12,8,20,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , 
166,166,2024-05-17 00:00:00,DL,32,DFW,2024-05-17 16:08:00-05:00,LHR,2024-05-18 11:10:00+01:00,14,16,30,"[32.8968, -97.038]","[51.4775, -0.46139]", , , , , , , , , , , , , , , , ,"[32.8968, -97.038]","[34.22399285714285, -90.13967071428571]","[35.551185714285715, -83.24134142857143]","[36.87837857142857, -76.34301214285713]","[38.205571428571425, -69.44468285714285]","[39.532764285714286, -62.54635357142857]","[40.85995714285714, -55.648024285714285]","[42.18715, -48.749694999999996]","[43.51434285714286, -41.85136571428571]","[44.84153571428571, -34.95303642857143]","[46.168728571428574, -28.05470714285714]","[47.49592142857143, -21.156377857142857]","[48.82311428571428, -14.258048571428574]","[50.150307142857145, -7.3597192857142915]","[51.4775, -0.4613899999999944]", , , , , , , , , 
167,167,2024-05-17 00:00:00,DL,509,DTW,2024-05-17 21:59:00-04:00,LAS,2024-05-17 23:23:00-07:00,5,21,26,"[42.2125, -83.3533]","[36.0801, -115.152]", , , , , , , , , , , , , , , , , , , , , ,"[42.2125, -83.3533]","[40.986019999999996, -89.71304]","[39.75954, -96.07278000000001]","[38.53306, -102.43252000000001]","[37.306580000000004, -108.79226]","[36.0801, -115.152]", , , , , , , , , , , , , 
168,168,2024-05-17 00:00:00,DL,382,SEA,2024-05-17 10:25:00-07:00,CVG,2024-05-17 17:56:00-04:00,5,10,15,"[47.449, -122.309]","[39.0488, -84.6678]", , , , , , , , , , ,"[47.449, -122.309]","[45.76896, -114.78076]","[44.08892, -107.25252]","[42.408879999999996, -99.72428]","[40.72884, -92.19604]","[39.0488, -84.6678]", , , , , , , , , , , , , , , , , , , , , , , , 
169,169,2024-05-17 00:00:00,DL,971,LAX,2024-05-17 22:40:00-07:00,LAS,2024-05-17 23:55:00-07:00,2,22,24,"[33.9425, -118.408]","[36.0801, -115.152]", , , , , , , , , , , , , , , , , , , , , , ,"[33.9425, -118.408]","[35.011300000000006, -116.78]","[36.0801, -115.152]", , , , , , , , , , , , , , , 
170,170,2024-05-17 00:00:00,DL,495,HNL,2024-05-17 12:00:00-10:00,LAX,2024-05-17 20:28:00-07:00,6,12,18,"[21.3206, -157.924]","[33.9425, -118.408]", , , , , , , , , , , , ,"[21.3206, -157.924]","[23.42425, -151.338]","[25.5279, -144.752]","[27.63155, -138.166]","[29.7352, -131.58]","[31.83885, -124.994]","[33.9425, -118.408]", , , , , , , , , , , , , , , , , , , , , 
171,171,2024-05-17 00:00:00,DL,908,DTW,2024-05-17 16:05:00-04:00,LAX,2024-05-17 18:00:00-07:00,5,16,21,"[42.2125, -83.3533]","[33.9425, -118.408]", , , , , , , , , , , , , , , , ,"[42.2125, -83.3533]","[40.5585, -90.36424000000001]","[38.9045, -97.37518]","[37.2505, -104.38612]","[35.5965, -111.39706000000001]","[33.9425, -118.408]", , , , , , , , , , , , , , , , , , 
172,172,2024-05-17 00:00:00,DL,419,JFK,2024-05-17 19:15:00-04:00,SFO,2024-05-17 22:59:00-07:00,7,19,26,"[40.6397, -73.7789]","[37.619, -122.375]", , , , , , , , , , , , , , , , , , , ,"[40.6397, -73.7789]","[40.208171428571426, -80.7212]","[39.77664285714285, -87.6635]","[39.34511428571428, -94.60579999999999]","[38.913585714285716, -101.5481]","[38.482057142857144, -108.4904]","[38.05052857142857, -115.4327]","[37.619, -122.375]", , , , , , , , , , , , , 
173,173,2024-05-17 00:00:00,DL,566,SMF,2024-05-17 22:40:00-07:00,ATL,2024-05-18 06:07:00-04:00,5,22,27,"[38.6954, -121.591]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , ,"[38.6954, -121.591]","[37.683659999999996, -114.15841999999999]","[36.67192, -106.72583999999999]","[35.66018, -99.29326]","[34.64844, -91.86068]","[33.6367, -84.4281]", , , , , , , , , , , , 
174,174,2024-05-17 00:00:00,DL,858,LGA,2024-05-17 10:55:00-04:00,LGA,2024-05-17 19:34:00-04:00,9,10,19,"[40.775, -73.875]","[40.775, -73.875]", , , , , , , , , , ,"[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]", , , , , , , , , , , , , , , , , , , , 
175,175,2024-05-17 00:00:00,DL,473,LAX,2024-05-17 07:00:00-07:00,LAX,2024-05-17 17:25:00-07:00,11,7,18,"[33.9425, -118.408]","[33.9425, -118.408]", , , , , , , ,"[33.9425, -118.408]","[33.9425, -118.408]","[33.9425, -118.408]","[33.9425, -118.408]","[33.9425, -118.408]","[33.9425, -118.408]","[33.9425, -118.408]","[33.9425, -118.408]","[33.9425, -118.408]","[33.9425, -118.408]","[33.9425, -118.408]","[33.9425, -118.408]", , , , , , , , , , , , , , , , , , , , , 
176,176,2024-05-17 00:00:00,DL,921,ATL,2024-05-17 13:44:00-04:00,DFW,2024-05-17 15:00:00-05:00,3,13,16,"[33.6367, -84.4281]","[32.8968, -97.038]", , , , , , , , , , , , , ,"[33.6367, -84.4281]","[33.39006666666666, -88.6314]","[33.143433333333334, -92.8347]","[32.8968, -97.038]", , , , , , , , , , , , , , , , , , , , , , , 
177,177,2024-05-17 00:00:00,DL,479,BOS,2024-05-17 06:35:00-04:00,LAX,2024-05-17 09:58:00-07:00,7,6,13,"[42.3643, -71.0052]","[33.9425, -118.408]", , , , , , ,"[42.3643, -71.0052]","[41.161185714285715, -77.77702857142857]","[39.95807142857143, -84.54885714285714]","[38.754957142857144, -91.32068571428572]","[37.55184285714286, -98.09251428571429]","[36.34872857142857, -104.86434285714286]","[35.14561428571429, -111.63617142857143]","[33.9425, -118.408]", , , , , , , , , , , , , , , , , , , , , , , , , , 
178,178,2024-05-17 00:00:00,DL,992,SEA,2024-05-17 06:05:00-07:00,LAS,2024-05-17 08:35:00-07:00,3,6,9,"[47.449, -122.309]","[36.0801, -115.152]", , , , , , ,"[47.449, -122.309]","[43.65936666666666, -119.92333333333333]","[39.869733333333336, -117.53766666666667]","[36.0801, -115.152]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
179,179,2024-05-17 00:00:00,DL,440,HNL,2024-05-17 21:45:00-10:00,SEA,2024-05-18 06:45:00-07:00,7,21,28,"[21.3206, -157.924]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , , , , ,"[21.3206, -157.924]","[25.05322857142857, -152.83614285714287]","[28.78585714285714, -147.74828571428571]","[32.51848571428572, -142.66042857142858]","[36.25111428571428, -137.57257142857142]","[39.98374285714286, -132.4847142857143]","[43.71637142857143, -127.39685714285714]","[47.449, -122.309]", , , , , , , , , , , 
180,180,2024-05-17 00:00:00,DL,566,SMF,2024-05-17 22:40:00-07:00,ATL,2024-05-18 06:07:00-04:00,5,22,27,"[38.6954, -121.591]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , ,"[38.6954, -121.591]","[37.683659999999996, -114.15841999999999]","[36.67192, -106.72583999999999]","[35.66018, -99.29326]","[34.64844, -91.86068]","[33.6367, -84.4281]", , , , , , , , , , , , 
181,181,2024-05-17 00:00:00,DL,24,ATL,2024-05-17 20:50:00-04:00,NCE,2024-05-18 12:00:00+02:00,10,20,30,"[33.6367, -84.4281]","[43.6584, 7.21587]", , , , , , , , , , , , , , , , , , , , ,"[33.6367, -84.4281]","[34.63887, -75.263703]","[35.64104, -66.099306]","[36.643209999999996, -56.934909000000005]","[37.645379999999996, -47.770512000000004]","[38.647549999999995, -38.606115]","[39.64972, -29.44171800000001]","[40.65189, -20.277321]","[41.65406, -11.112924000000007]","[42.65623, -1.9485270000000128]","[43.6584, 7.215869999999995]", , , , , , , , , 
182,182,2024-05-17 00:00:00,DL,384,BOS,2024-05-17 06:50:00-04:00,SEA,2024-05-17 10:07:00-07:00,7,6,13,"[42.3643, -71.0052]","[47.449, -122.309]", , , , , , ,"[42.3643, -71.0052]","[43.09068571428571, -78.33431428571429]","[43.81707142857143, -85.66342857142857]","[44.54345714285714, -92.99254285714287]","[45.269842857142855, -100.32165714285713]","[45.99622857142857, -107.65077142857143]","[46.722614285714286, -114.97988571428571]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , , , , , , , , , 
183,183,2024-05-17 00:00:00,DL,187,LHR,2024-05-17 16:50:00+01:00,LAX,2024-05-17 20:30:00-07:00,12,16,28,"[51.4775, -0.46139]","[33.9425, -118.408]", , , , , , , , , , , , , , , , ,"[51.4775, -0.46139]","[50.01625, -10.290274166666666]","[48.555, -20.119158333333335]","[47.09375, -29.9480425]","[45.6325, -39.77692666666667]","[44.17125, -49.60581083333334]","[42.71, -59.434695]","[41.24875, -69.26357916666666]","[39.7875, -79.09246333333333]","[38.32625, -88.9213475]","[36.865, -98.75023166666666]","[35.40375, -108.57911583333333]","[33.9425, -118.40799999999999]", , , , , , , , , , , 
184,184,2024-05-17 00:00:00,DL,225,CDG,2024-05-17 11:45:00+02:00,BOS,2024-05-17 13:40:00-04:00,8,11,19,"[49.0097, 2.54778]","[42.3643, -71.0052]", , , , , , , , , , , ,"[49.0097, 2.54778]","[48.179025, -6.646342500000001]","[47.34835, -15.840465000000002]","[46.517675000000004, -25.034587500000004]","[45.687, -34.22871]","[44.856325, -43.4228325]","[44.02565, -52.616955000000004]","[43.194975, -61.811077499999996]","[42.3643, -71.0052]", , , , , , , , , , , , , , , , , , , , 
185,185,2024-05-17 00:00:00,DL,785,LGA,2024-05-17 16:15:00-04:00,LGA,2024-05-17 22:18:00-04:00,7,16,23,"[40.775, -73.875]","[40.775, -73.875]", , , , , , , , , , , , , , , , ,"[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]","[40.775, -73.875]", , , , , , , , , , , , , , , , 
186,186,2024-05-17 00:00:00,DL,759,ATL,2024-05-17 12:55:00-04:00,ATL,2024-05-17 17:55:00-04:00,6,12,18,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , 
187,187,2024-05-17 00:00:00,DL,775,TPA,2024-05-17 07:00:00-04:00,LAX,2024-05-17 09:20:00-07:00,6,7,13,"[27.9755, -82.5332]","[33.9425, -118.408]", , , , , , , ,"[27.9755, -82.5332]","[28.97, -88.51233333333333]","[29.9645, -94.49146666666667]","[30.959000000000003, -100.47059999999999]","[31.953500000000002, -106.44973333333333]","[32.948, -112.42886666666666]","[33.9425, -118.408]", , , , , , , , , , , , , , , , , , , , , , , , , , 
