,Unnamed: 0,date,carrier,number,code_i,hora_i,code_f,hora_f,travel_time,inicial_hour,final_hour,coords_i,coords_f,hour0,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24,hour25,hour26,hour27,hour28,hour29,hour30,hour31,hour32,hour33,hour34,hour35,hour36,hour37,hour38,hour39
399,399,2024-05-17 00:00:00,UA,17,LHR,2024-05-17 12:00:00+01:00,EWR,2024-05-17 15:05:00-04:00,9,12,21,"[51.4775, -0.46139]","[40.6925, -74.1686]", , , , , , , , , , , , ,"[51.4775, -0.46139]","[50.27916666666667, -8.65108]","[49.08083333333333, -16.840770000000003]","[47.8825, -25.030460000000005]","[46.68416666666667, -33.220150000000004]","[45.48583333333333, -41.40984]","[44.2875, -49.59953000000001]","[43.08916666666667, -57.78922000000001]","[41.89083333333333, -65.97891]","[40.6925, -74.1686]", , , , , , , , , , , , , , , , , , 
400,400,2024-05-17 00:00:00,UA,380,DFW,2024-05-17 07:00:00-05:00,RDU,2024-05-17 14:00:00-04:00,7,7,14,"[32.8968, -97.038]","[35.8776, -78.7875]", , , , , , , ,"[32.8968, -97.038]","[33.322628571428574, -94.4307857142857]","[33.74845714285714, -91.82357142857143]","[34.174285714285716, -89.21635714285713]","[34.600114285714284, -86.60914285714286]","[35.02594285714286, -84.00192857142856]","[35.451771428571426, -81.39471428571429]","[35.8776, -78.7875]", , , , , , , , , , , , , , , , , , , , , , , , , 
401,401,2024-05-17 00:00:00,UA,628,CLE,2024-05-17 06:00:00-04:00,ORD,2024-05-17 06:30:00-05:00,2,6,8,"[41.4117, -81.8498]","[41.9786, -87.9047]", , , , , , ,"[41.4117, -81.8498]","[41.69515, -84.87725]","[41.9786, -87.9047]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
402,402,2024-05-17 00:00:00,UA,240,STI,2024-05-17 06:00:00-04:00,EWR,2024-05-17 10:03:00-04:00,5,6,11,"[19.4061, -70.6047]","[40.6925, -74.1686]", , , , , , ,"[19.4061, -70.6047]","[23.66338, -71.31747999999999]","[27.920659999999998, -72.03026]","[32.17794, -72.74304]","[36.43522, -73.45582]","[40.6925, -74.1686]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
403,403,2024-05-17 00:00:00,UA,241,CLE,2024-05-17 14:44:00-04:00,MCO,2024-05-17 17:12:00-04:00,3,14,17,"[41.4117, -81.8498]","[28.4294, -81.309]", , , , , , , , , , , , , , ,"[41.4117, -81.8498]","[37.08426666666667, -81.66953333333333]","[32.75683333333333, -81.48926666666667]","[28.4294, -81.309]", , , , , , , , , , , , , , , , , , , , , , 
404,404,2024-05-17 00:00:00,UA,845,ORD,2024-05-17 21:15:00-05:00,GRU,2024-05-18 09:30:00-03:00,11,21,32,"[41.9786, -87.9047]","[28.4294, -81.309]", , , , , , , , , , , , , , , , , , , , , ,"[41.9786, -87.9047]","[40.746854545454546, -87.30509090909091]","[39.51510909090909, -86.70548181818182]","[38.28336363636364, -86.10587272727273]","[37.051618181818185, -85.50626363636364]","[35.819872727272724, -84.90665454545454]","[34.58812727272728, -84.30704545454546]","[33.356381818181816, -83.70743636363636]","[32.12463636363636, -83.10782727272728]","[30.89289090909091, -82.50821818181818]","[29.661145454545455, -81.9086090909091]","[28.4294, -81.309]", , , , , , , 
405,405,2024-05-17 00:00:00,UA,321,PDX,2024-05-17 14:14:00-07:00,ORD,2024-05-17 20:19:00-05:00,5,14,19,"[45.5887, -122.598]","[41.9786, -87.9047]", , , , , , , , , , , , , , ,"[45.5887, -122.598]","[44.86668, -115.65934]","[44.14466, -108.72068]","[43.42264, -101.78202]","[42.70062, -94.84336]","[41.9786, -87.9047]", , , , , , , , , , , , , , , , , , , , 
406,406,2024-05-17 00:00:00,UA,661,TPA,2024-05-17 16:29:00-04:00,SLC,2024-05-17 22:35:00-06:00,9,16,25,"[27.9755, -82.5332]","[40.7884, -111.978]", , , , , , , , , , , , , , , , ,"[27.9755, -82.5332]","[29.399155555555556, -85.80484444444444]","[30.82281111111111, -89.07648888888889]","[32.24646666666667, -92.34813333333332]","[33.670122222222226, -95.61977777777777]","[35.09377777777778, -98.89142222222222]","[36.51743333333334, -102.16306666666667]","[37.94108888888889, -105.43471111111111]","[39.36474444444445, -108.70635555555555]","[40.7884, -111.978]", , , , , , , , , , , , , , 
407,407,2024-05-17 00:00:00,UA,675,CLT,2024-05-17 17:00:00-04:00,IAH,2024-05-17 18:53:00-05:00,3,17,20,"[35.214, -80.9431]","[29.9844, -95.3414]", , , , , , , , , , , , , , , , , ,"[35.214, -80.9431]","[33.4708, -85.74253333333333]","[31.7276, -90.54196666666667]","[29.9844, -95.3414]", , , , , , , , , , , , , , , , , , , 
408,408,2024-05-17 00:00:00,UA,667,ORD,2024-05-17 09:27:00-05:00,LAX,2024-05-17 12:05:00-07:00,5,9,14,"[41.9786, -87.9047]","[33.9425, -118.408]", , , , , , , , , ,"[41.9786, -87.9047]","[40.37138, -94.00536000000001]","[38.764160000000004, -100.10602]","[37.156940000000006, -106.20668]","[35.54972, -112.30734000000001]","[33.9425, -118.408]", , , , , , , , , , , , , , , , , , , , , , , , , 
409,409,2024-05-17 00:00:00,UA,127,FCO,2024-05-17 15:40:00+02:00,IAD,2024-05-17 19:20:00-04:00,10,15,25,"[41.8003, 12.2389]","[38.9445, -77.4558]", , , , , , , , , , , , , , , ,"[41.8003, 12.2389]","[41.51472, 3.26943]","[41.22914, -5.7000399999999996]","[40.94356, -14.669509999999997]","[40.65798, -23.638979999999997]","[40.3724, -32.60845]","[40.086819999999996, -41.57791999999999]","[39.80124, -50.54738999999999]","[39.51566, -59.516859999999994]","[39.23008, -68.48633]","[38.9445, -77.4558]", , , , , , , , , , , , , , 
410,410,2024-05-17 00:00:00,UA,200,GUM,2024-05-17 06:55:00+10:00,HNL,2024-05-16 18:05:00-10:00,8,6,14,"[13.4834, 144.796]","[21.3206, -157.924]", , , , , , ,"[13.4834, 144.796]","[14.463049999999999, 106.95599999999999]","[15.442699999999999, 69.11599999999999]","[16.422349999999998, 31.275999999999982]","[17.402, -6.564000000000021]","[18.38165, -44.404000000000025]","[19.3613, -82.24400000000003]","[20.34095, -120.084]","[21.3206, -157.92400000000004]", , , , , , , , , , , , , , , , , , , , , , , , , 
411,411,2024-05-17 00:00:00,UA,50,MAD,2024-05-17 10:50:00+02:00,EWR,2024-05-17 13:25:00-04:00,9,10,19,"[40.4719, -3.56264]","[40.6925, -74.1686]", , , , , , , , , , ,"[40.4719, -3.56264]","[40.49641111111111, -11.407746666666666]","[40.52092222222222, -19.252853333333334]","[40.545433333333335, -27.09796]","[40.569944444444445, -34.94306666666667]","[40.594455555555555, -42.78817333333333]","[40.618966666666665, -50.63328]","[40.64347777777778, -58.478386666666665]","[40.66798888888889, -66.32349333333333]","[40.6925, -74.1686]", , , , , , , , , , , , , , , , , , , , 
412,412,2024-05-17 00:00:00,UA,739,EWR,2024-05-17 20:14:00-04:00,MIA,2024-05-17 23:29:00-04:00,4,20,24,"[40.6925, -74.1686]","[25.7932, -80.2906]", , , , , , , , , , , , , , , , , , , , ,"[40.6925, -74.1686]","[36.967675, -75.6991]","[33.242850000000004, -77.2296]","[29.518025, -78.7601]","[25.7932, -80.2906]", , , , , , , , , , , , , , , 
413,413,2024-05-17 00:00:00,UA,718,MEX,2024-05-17 07:30:00-06:00,SFO,2024-05-17 11:19:00-07:00,5,7,12,"[19.4363, -99.0721]","[37.619, -122.375]", , , , , , , ,"[19.4363, -99.0721]","[23.07284, -103.73268]","[26.70938, -108.39326]","[30.34592, -113.05384000000001]","[33.98246, -117.71442]","[37.619, -122.375]", , , , , , , , , , , , , , , , , , , , , , , , , , , 
414,414,2024-05-17 00:00:00,UA,205,EWR,2024-05-17 21:59:00-04:00,ROC,2024-05-17 23:17:00-04:00,2,21,23,"[40.6925, -74.1686]","[43.1189, -77.6724]", , , , , , , , , , , , , , , , , , , , , ,"[40.6925, -74.1686]","[41.905699999999996, -75.9205]","[43.1189, -77.6724]", , , , , , , , , , , , , , , , 
415,415,2024-05-17 00:00:00,UA,595,AUS,2024-05-17 07:30:00-05:00,DEN,2024-05-17 08:52:00-06:00,3,7,10,"[30.1945, -97.6699]","[39.8617, -104.673]", , , , , , , ,"[30.1945, -97.6699]","[33.4169, -100.00426666666667]","[36.6393, -102.33863333333333]","[39.8617, -104.673]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
416,416,2024-05-17 00:00:00,UA,556,PHX,2024-05-17 14:21:00-07:00,IAH,2024-05-17 18:58:00-05:00,3,14,17,"[33.4343, -112.012]","[29.9844, -95.3414]", , , , , , , , , , , , , , ,"[33.4343, -112.012]","[32.284333333333336, -106.45513333333334]","[31.13436666666667, -100.89826666666666]","[29.9844, -95.3414]", , , , , , , , , , , , , , , , , , , , , , 
417,417,2024-05-17 00:00:00,UA,736,DEN,2024-05-17 08:05:00-06:00,SMF,2024-05-17 09:43:00-07:00,3,8,11,"[39.8617, -104.673]","[38.6954, -121.591]", , , , , , , , ,"[39.8617, -104.673]","[39.47293333333333, -110.31233333333333]","[39.08416666666667, -115.95166666666667]","[38.6954, -121.591]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
418,418,2024-05-17 00:00:00,UA,862,HKG,2024-05-17 11:15:00+08:00,SFO,2024-05-17 08:50:00-07:00,13,11,24,"[22.3089, 113.915]","[37.619, -122.375]", , , , , , , , , , , ,"[22.3089, 113.915]","[23.486600000000003, 95.73884615384615]","[24.6643, 77.56269230769232]","[25.842000000000002, 59.386538461538464]","[27.0197, 41.21038461538461]","[28.197400000000002, 23.03423076923076]","[29.375100000000003, 4.858076923076922]","[30.5528, -13.31807692307693]","[31.7305, -31.494230769230782]","[32.9082, -49.670384615384634]","[34.0859, -67.84653846153849]","[35.2636, -86.02269230769234]","[36.4413, -104.19884615384616]","[37.619, -122.37500000000001]", , , , , , , , , , , , , , , 
419,419,2024-05-17 00:00:00,UA,654,AUS,2024-05-17 07:15:00-05:00,IAD,2024-05-17 11:26:00-04:00,4,7,11,"[30.1945, -97.6699]","[38.9445, -77.4558]", , , , , , , ,"[30.1945, -97.6699]","[32.382, -92.616375]","[34.5695, -87.56285]","[36.757, -82.50932499999999]","[38.9445, -77.4558]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
420,420,2024-05-17 00:00:00,UA,336,ORD,2024-05-17 06:10:00-05:00,SAN,2024-05-17 12:42:00-07:00,9,6,15,"[41.9786, -87.9047]","[32.7336, -117.19]", , , , , , ,"[41.9786, -87.9047]","[40.95137777777778, -91.15862222222222]","[39.92415555555556, -94.41254444444445]","[38.89693333333334, -97.66646666666666]","[37.869711111111116, -100.9203888888889]","[36.84248888888889, -104.17431111111111]","[35.815266666666666, -107.42823333333334]","[34.788044444444445, -110.68215555555555]","[33.760822222222224, -113.93607777777777]","[32.7336, -117.19]", , , , , , , , , , , , , , , , , , , , , , , , 
421,421,2024-05-17 00:00:00,UA,46,IAH,2024-05-17 18:15:00-05:00,FRA,2024-05-18 11:15:00+02:00,11,18,29,"[29.9844, -95.3414]","[50.0333, 8.57056]", , , , , , , , , , , , , , , , , , ,"[29.9844, -95.3414]","[31.80702727272727, -85.89485818181818]","[33.62965454545454, -76.44831636363637]","[35.45228181818182, -67.00177454545454]","[37.27490909090909, -57.555232727272724]","[39.097536363636365, -48.10869090909091]","[40.92016363636363, -38.66214909090909]","[42.74279090909091, -29.21560727272727]","[44.56541818181818, -19.769065454545455]","[46.38804545454545, -10.322523636363641]","[48.21067272727272, -0.8759818181818275]","[50.0333, 8.57056]", , , , , , , , , , 
422,422,2024-05-17 00:00:00,UA,452,BWI,2024-05-17 18:19:00-04:00,SFO,2024-05-17 21:29:00-07:00,7,18,25,"[39.1753, -76.6683]","[37.619, -122.375]", , , , , , , , , , , , , , , , , , ,"[39.1753, -76.6683]","[38.95297142857143, -83.19782857142857]","[38.730642857142854, -89.72735714285714]","[38.508314285714285, -96.25688571428572]","[38.285985714285715, -102.78641428571429]","[38.063657142857146, -109.31594285714286]","[37.84132857142857, -115.84547142857143]","[37.619, -122.375]", , , , , , , , , , , , , , 
423,423,2024-05-17 00:00:00,UA,656,SEA,2024-05-17 10:49:00-07:00,IAH,2024-05-17 22:34:00-05:00,10,10,20,"[47.449, -122.309]","[29.9844, -95.3414]", , , , , , , , , , ,"[47.449, -122.309]","[45.70254, -119.61224]","[43.95608, -116.91548]","[42.20962, -114.21871999999999]","[40.46316, -111.52195999999999]","[38.7167, -108.8252]","[36.970240000000004, -106.12844]","[35.22378, -103.43168]","[33.47732, -100.73491999999999]","[31.73086, -98.03815999999999]","[29.9844, -95.3414]", , , , , , , , , , , , , , , , , , , 
424,424,2024-05-17 00:00:00,UA,402,CLT,2024-05-17 11:35:00-04:00,EWR,2024-05-17 13:30:00-04:00,2,11,13,"[35.214, -80.9431]","[40.6925, -74.1686]", , , , , , , , , , , ,"[35.214, -80.9431]","[37.95325, -77.55584999999999]","[40.6925, -74.1686]", , , , , , , , , , , , , , , , , , , , , , , , , , 
425,425,2024-05-17 00:00:00,UA,462,ABQ,2024-05-17 07:45:00-06:00,IAH,2024-05-17 10:52:00-05:00,3,7,10,"[35.0402, -106.609]","[29.9844, -95.3414]", , , , , , , ,"[35.0402, -106.609]","[33.354933333333335, -102.85313333333333]","[31.669666666666668, -99.09726666666666]","[29.9844, -95.3414]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
426,426,2024-05-17 00:00:00,UA,534,COS,2024-05-17 12:54:00-06:00,SYR,2024-05-17 21:47:00-04:00,7,12,19,"[38.8058, -104.701]","[43.1112, -76.1063]", , , , , , , , , , , , ,"[38.8058, -104.701]","[39.42085714285714, -100.61604285714286]","[40.035914285714284, -96.53108571428571]","[40.650971428571424, -92.44612857142857]","[41.26602857142857, -88.36117142857142]","[41.88108571428571, -84.27621428571429]","[42.49614285714286, -80.19125714285715]","[43.1112, -76.1063]", , , , , , , , , , , , , , , , , , , , 
427,427,2024-05-17 00:00:00,UA,165,GUM,2024-05-17 06:55:00+10:00,FUK,2024-05-17 10:10:00+09:00,5,6,11,"[13.4834, 144.796]","[33.5859, 130.451]", , , , , , ,"[13.4834, 144.796]","[17.5039, 141.927]","[21.5244, 139.058]","[25.5449, 136.189]","[29.5654, 133.32]","[33.585899999999995, 130.451]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
428,428,2024-05-17 00:00:00,UA,540,TPA,2024-05-17 16:15:00-04:00,SAN,2024-05-17 21:07:00-07:00,8,16,24,"[27.9755, -82.5332]","[32.7336, -117.19]", , , , , , , , , , , , , , , , ,"[27.9755, -82.5332]","[28.570262500000002, -86.86529999999999]","[29.165025, -91.19739999999999]","[29.7597875, -95.5295]","[30.354550000000003, -99.8616]","[30.9493125, -104.19369999999999]","[31.544075000000003, -108.5258]","[32.1388375, -112.8579]","[32.7336, -117.19]", , , , , , , , , , , , , , , 
429,429,2024-05-17 00:00:00,UA,53,ZRH,2024-05-17 11:55:00+02:00,IAD,2024-05-17 15:15:00-04:00,10,11,21,"[47.4647, 8.54917]","[38.9445, -77.4558]", , , , , , , , , , , ,"[47.4647, 8.54917]","[46.61268, -0.05132700000000057]","[45.76066, -8.651824000000001]","[44.90864, -17.252321000000002]","[44.05662, -25.852818000000003]","[43.2046, -34.453315]","[42.35258, -43.05381200000001]","[41.50056, -51.654309]","[40.64854, -60.254806]","[39.79652, -68.855303]","[38.9445, -77.45580000000001]", , , , , , , , , , , , , , , , , , 
430,430,2024-05-17 00:00:00,UA,800,EWR,2024-05-17 07:15:00-04:00,MCO,2024-05-17 10:05:00-04:00,3,7,10,"[40.6925, -74.1686]","[28.4294, -81.309]", , , , , , , ,"[40.6925, -74.1686]","[36.604800000000004, -76.54873333333333]","[32.5171, -78.92886666666666]","[28.4294, -81.309]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
431,431,2024-05-17 00:00:00,LH,995,YVR,2024-05-17 20:00:00-07:00,MUC,2024-05-18 08:30:00+02:00,4,20,24,"[49.1939, -123.184]","[48.3538, 11.7861]", , , , , , , , , , , , , , , , , , , , ,"[49.1939, -123.184]","[48.983875, -89.441475]","[48.773849999999996, -55.698949999999996]","[48.563825, -21.956424999999996]","[48.3538, 11.786100000000005]", , , , , , , , , , , , , , , 
432,432,2024-05-17 00:00:00,LH,57,HAJ,2024-05-17 14:15:00+02:00,FRA,2024-05-17 15:10:00+02:00,1,14,15,"[52.4611, 9.68508]","[50.0333, 8.57056]", , , , , , , , , , , , , , ,"[52.4611, 9.68508]","[50.0333, 8.57056]", , , , , , , , , , , , , , , , , , , , , , , , 
433,433,2024-05-17 00:00:00,LH,880,FRA,2024-05-17 09:45:00+02:00,TLL,2024-05-17 13:05:00+03:00,3,9,12,"[50.0333, 8.57056]","[59.4133, 24.8328]", , , , , , , , , ,"[50.0333, 8.57056]","[53.15996666666666, 13.991306666666667]","[56.286633333333334, 19.412053333333333]","[59.4133, 24.8328]", , , , , , , , , , , , , , , , , , , , , , , , , , , 
434,434,2024-05-17 00:00:00,LH,16,FRA,2024-05-17 13:00:00+02:00,HAM,2024-05-17 14:05:00+02:00,2,13,15,"[50.0333, 8.57056]","[53.6304, 9.98823]", , , , , , , , , , , , , ,"[50.0333, 8.57056]","[51.83185, 9.279395000000001]","[53.6304, 9.98823]", , , , , , , , , , , , , , , , , , , , , , , , 
435,435,2024-05-17 00:00:00,LH,977,DUB,2024-05-17 09:10:00+01:00,FRA,2024-05-17 12:10:00+02:00,3,9,12,"[53.4213, -6.27007]","[50.0333, 8.57056]", , , , , , , , , ,"[53.4213, -6.27007]","[52.29196666666667, -1.3231933333333323]","[51.16263333333333, 3.623683333333335]","[50.0333, 8.57056]", , , , , , , , , , , , , , , , , , , , , , , , , , , 
436,436,2024-05-17 00:00:00,LH,500,MUC,2024-05-17 12:00:00+02:00,GIG,2024-05-17 20:05:00-03:00,14,12,26,"[48.3538, 11.7861]","[50.0333, 8.57056]", , , , , , , , , , , , ,"[48.3538, 11.7861]","[48.47376428571428, 11.556418571428571]","[48.59372857142857, 11.326737142857143]","[48.71369285714286, 11.097055714285714]","[48.83365714285714, 10.867374285714286]","[48.953621428571424, 10.637692857142858]","[49.07358571428571, 10.408011428571427]","[49.19355, 10.178329999999999]","[49.313514285714284, 9.94864857142857]","[49.433478571428566, 9.718967142857142]","[49.553442857142855, 9.489285714285714]","[49.673407142857144, 9.259604285714286]","[49.793371428571426, 9.029922857142857]","[49.91333571428571, 8.800241428571429]","[50.0333, 8.57056]", , , , , , , , , , , , , 
437,437,2024-05-17 00:00:00,LH,401,JFK,2024-05-17 15:45:00-04:00,FRA,2024-05-18 05:25:00+02:00,8,15,23,"[40.6397, -73.7789]","[50.0333, 8.57056]", , , , , , , , , , , , , , , ,"[40.6397, -73.7789]","[41.8139, -63.48521749999999]","[42.988099999999996, -53.191534999999995]","[44.162299999999995, -42.8978525]","[45.3365, -32.604169999999996]","[46.5107, -22.310487499999994]","[47.6849, -12.016804999999998]","[48.8591, -1.7231225000000023]","[50.0333, 8.57056]", , , , , , , , , , , , , , , , 
438,438,2024-05-17 00:00:00,LH,743,KIX,2024-05-17 09:30:00+09:00,MUC,2024-05-17 16:50:00+02:00,15,9,24,"[34.4305, 135.23]","[48.3538, 11.7861]", , , , , , , , , ,"[34.4305, 135.23]","[35.358720000000005, 127.00040666666666]","[36.28694, 118.77081333333332]","[37.215160000000004, 110.54122]","[38.14338, 102.31162666666665]","[39.071600000000004, 94.08203333333333]","[39.99982, 85.85244]","[40.92804, 77.62284666666667]","[41.85626, 69.39325333333333]","[42.78448, 61.16366000000001]","[43.7127, 52.934066666666666]","[44.64092, 44.70447333333334]","[45.569140000000004, 36.47488000000001]","[46.49736, 28.245286666666672]","[47.42558, 20.015693333333346]","[48.3538, 11.786100000000005]", , , , , , , , , , , , , , , 
439,439,2024-05-17 00:00:00,LH,64,FRA,2024-05-17 13:15:00+02:00,FMO,2024-05-17 14:00:00+02:00,1,13,14,"[50.0333, 8.57056]","[52.1346, 7.68483]", , , , , , , , , , , , , ,"[50.0333, 8.57056]","[52.1346, 7.68483]", , , , , , , , , , , , , , , , , , , , , , , , , 
440,440,2024-05-17 00:00:00,LH,826,FRA,2024-05-17 10:00:00+02:00,CPH,2024-05-17 11:20:00+02:00,2,10,12,"[50.0333, 8.57056]","[55.6179, 12.656]", , , , , , , , , , ,"[50.0333, 8.57056]","[52.825599999999994, 10.61328]","[55.6179, 12.656]", , , , , , , , , , , , , , , , , , , , , , , , , , , 
441,441,2024-05-17 00:00:00,LH,947,MAN,2024-05-17 18:05:00+01:00,FRA,2024-05-17 20:45:00+02:00,2,18,20,"[53.3537, -2.27495]","[50.0333, 8.57056]", , , , , , , , , , , , , , , , , , ,"[53.3537, -2.27495]","[51.6935, 3.1478050000000004]","[50.0333, 8.57056]", , , , , , , , , , , , , , , , , , , 
442,442,2024-05-17 00:00:00,LH,115,MUC,2024-05-17 17:00:00+02:00,FRA,2024-05-17 18:00:00+02:00,2,17,19,"[48.3538, 11.7861]","[50.0333, 8.57056]", , , , , , , , , , , , , , , , , ,"[48.3538, 11.7861]","[49.19355, 10.178329999999999]","[50.0333, 8.57056]", , , , , , , , , , , , , , , , , , , , 
443,443,2024-05-17 00:00:00,LH,402,FRA,2024-05-17 13:20:00+02:00,EWR,2024-05-17 15:40:00-04:00,9,13,22,"[50.0333, 8.57056]","[40.6925, -74.1686]", , , , , , , , , , , , , ,"[50.0333, 8.57056]","[48.99543333333333, -0.622679999999999]","[47.957566666666665, -9.815919999999998]","[46.9197, -19.009159999999998]","[45.88183333333333, -28.202399999999997]","[44.84396666666667, -37.39564]","[43.8061, -46.588879999999996]","[42.768233333333335, -55.78211999999999]","[41.73036666666667, -64.97536]","[40.6925, -74.1686]", , , , , , , , , , , , , , , , , 
444,444,2024-05-17 00:00:00,LH,65,FMO,2024-05-17 10:30:00+02:00,FRA,2024-05-17 11:20:00+02:00,1,10,11,"[52.1346, 7.68483]","[50.0333, 8.57056]", , , , , , , , , , ,"[52.1346, 7.68483]","[50.0333, 8.57056]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
445,445,2024-05-17 00:00:00,LH,10,FRA,2024-05-17 10:00:00+02:00,HAM,2024-05-17 11:05:00+02:00,2,10,12,"[50.0333, 8.57056]","[53.6304, 9.98823]", , , , , , , , , , ,"[50.0333, 8.57056]","[51.83185, 9.279395000000001]","[53.6304, 9.98823]", , , , , , , , , , , , , , , , , , , , , , , , , , , 
446,446,2024-05-17 00:00:00,LH,30,FRA,2024-05-17 19:00:00+02:00,HAM,2024-05-17 20:05:00+02:00,2,19,21,"[50.0333, 8.57056]","[53.6304, 9.98823]", , , , , , , , , , , , , , , , , , , ,"[50.0333, 8.57056]","[51.83185, 9.279395000000001]","[53.6304, 9.98823]", , , , , , , , , , , , , , , , , , 
447,447,2024-05-17 00:00:00,LH,726,MUC,2024-05-17 21:55:00+02:00,PVG,2024-05-18 15:20:00+08:00,12,21,33,"[48.3538, 11.7861]","[31.1434, 121.805]", , , , , , , , , , , , , , , , , , , , , ,"[48.3538, 11.7861]","[46.9196, 20.954341666666664]","[45.4854, 30.12258333333333]","[44.0512, 39.290825]","[42.617, 48.459066666666665]","[41.1828, 57.62730833333333]","[39.748599999999996, 66.79555]","[38.3144, 75.96379166666668]","[36.8802, 85.13203333333334]","[35.446, 94.300275]","[34.0118, 103.46851666666667]","[32.577600000000004, 112.63675833333335]","[31.1434, 121.805]", , , , , , 
448,448,2024-05-17 00:00:00,LH,510,FRA,2024-05-17 21:40:00+02:00,EZE,2024-05-18 06:25:00-03:00,14,21,35,"[50.0333, 8.57056]","[-34.8222, -58.5358]", , , , , , , , , , , , , , , , , , , , , ,"[50.0333, 8.57056]","[43.97219285714285, 3.777248571428572]","[37.91108571428571, -1.016062857142856]","[31.849978571428565, -5.809374285714284]","[25.788871428571422, -10.602685714285712]","[19.72776428571428, -15.39599714285714]","[13.666657142857133, -20.18930857142857]","[7.605549999999994, -24.982619999999997]","[1.5444428571428475, -29.775931428571425]","[-4.516664285714299, -34.569242857142854]","[-10.577771428571438, -39.36255428571428]","[-16.638878571428577, -44.15586571428571]","[-22.69998571428573, -48.94917714285714]","[-28.76109285714287, -53.74248857142857]","[-34.82220000000001, -58.535799999999995]", , , , 
449,449,2024-05-17 00:00:00,LH,283,BLQ,2024-05-17 11:00:00+02:00,FRA,2024-05-17 12:30:00+02:00,2,11,13,"[44.5354, 11.2887]","[50.0333, 8.57056]", , , , , , , , , , , ,"[44.5354, 11.2887]","[47.28435, 9.92963]","[50.0333, 8.57056]", , , , , , , , , , , , , , , , , , , , , , , , , , 
450,450,2024-05-17 00:00:00,LH,207,DRS,2024-05-17 06:05:00+02:00,FRA,2024-05-17 07:10:00+02:00,2,6,8,"[51.1328, 13.7672]","[50.0333, 8.57056]", , , , , , ,"[51.1328, 13.7672]","[50.58305, 11.168880000000001]","[50.0333, 8.57056]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
451,451,2024-05-17 00:00:00,LH,62,FRA,2024-05-17 09:05:00+02:00,FMO,2024-05-17 09:50:00+02:00,1,9,10,"[50.0333, 8.57056]","[52.1346, 7.68483]", , , , , , , , , ,"[50.0333, 8.57056]","[52.1346, 7.68483]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
452,452,2024-05-17 00:00:00,LH,726,MUC,2024-05-17 21:55:00+02:00,PVG,2024-05-18 15:20:00+08:00,12,21,33,"[48.3538, 11.7861]","[31.1434, 121.805]", , , , , , , , , , , , , , , , , , , , , ,"[48.3538, 11.7861]","[46.9196, 20.954341666666664]","[45.4854, 30.12258333333333]","[44.0512, 39.290825]","[42.617, 48.459066666666665]","[41.1828, 57.62730833333333]","[39.748599999999996, 66.79555]","[38.3144, 75.96379166666668]","[36.8802, 85.13203333333334]","[35.446, 94.300275]","[34.0118, 103.46851666666667]","[32.577600000000004, 112.63675833333335]","[31.1434, 121.805]", , , , , , 
453,453,2024-05-17 00:00:00,LH,804,FRA,2024-05-17 16:05:00+02:00,ARN,2024-05-17 18:10:00+02:00,3,16,19,"[50.0333, 8.57056]","[59.6519, 17.9186]", , , , , , , , , , , , , , , , ,"[50.0333, 8.57056]","[53.2395, 11.686573333333333]","[56.445699999999995, 14.802586666666667]","[59.6519, 17.9186]", , , , , , , , , , , , , , , , , , , , 
454,454,2024-05-17 00:00:00,LH,576,FRA,2024-05-17 22:15:00+02:00,CPT,2024-05-18 09:55:00+02:00,12,22,34,"[50.0333, 8.57056]","[-33.9648, 18.6017]", , , , , , , , , , , , , , , , , , , , , , ,"[50.0333, 8.57056]","[43.03345833333333, 9.406488333333334]","[36.03361666666667, 10.242416666666667]","[29.033775, 11.078345]","[22.033933333333334, 11.914273333333334]","[15.034091666666669, 12.750201666666667]","[8.03425, 13.58613]","[1.0344083333333387, 14.422058333333334]","[-5.96543333333333, 15.257986666666667]","[-12.965274999999998, 16.093915000000003]","[-19.96511666666666, 16.929843333333334]","[-26.96495833333333, 17.765771666666666]","[-33.9648, 18.6017]", , , , , 
