,date,carrier,number,code_i,hora_i,code_f,hora_f
217,2024-05-17 00:00:00,DL,945,ATL,2024-05-17 09:58:00-04:00,ATL,2024-05-17 19:41:00-04:00
218,2024-05-17 00:00:00,DL,81,CDG,2024-05-17 16:00:00+02:00,SEA,2024-05-17 17:40:00-07:00
219,2024-05-17 00:00:00,DL,850,SEA,2024-05-17 13:30:00-07:00,ORD,2024-05-17 19:44:00-05:00
220,2024-05-17 00:00:00,DL,461,LAS,2024-05-17 07:25:00-07:00,ATL,2024-05-17 14:16:00-04:00
221,2024-05-17 00:00:00,DL,864,SEA,2024-05-17 21:55:00-07:00,ATL,2024-05-18 05:47:00-04:00
222,2024-05-17 00:00:00,DL,562,LAX,2024-05-17 11:15:00-07:00,JFK,2024-05-17 19:57:00-04:00
223,2024-05-17 00:00:00,DL,528,SEA,2024-05-17 15:30:00-07:00,JFK,2024-05-18 00:12:00-04:00
224,2024-05-17 00:00:00,DL,469,DTW,2024-05-17 12:59:00-04:00,DTW,2024-05-17 23:48:00-04:00
225,2024-05-17 00:00:00,DL,874,BOI,2024-05-17 13:27:00-06:00,ATL,2024-05-17 19:34:00-04:00
226,2024-05-17 00:00:00,DL,410,DCA,2024-05-17 06:00:00-04:00,ATL,2024-05-17 07:47:00-04:00
227,2024-05-17 00:00:00,DL,326,SEA,2024-05-17 11:15:00-07:00,SEA,2024-05-17 20:50:00-07:00
228,2024-05-17 00:00:00,DL,656,ATL,2024-05-17 22:00:00-04:00,SFO,2024-05-18 00:12:00-07:00
229,2024-05-17 00:00:00,DL,853,ANC,2024-05-17 06:08:00-08:00,SEA,2024-05-17 10:45:00-07:00
230,2024-05-17 00:00:00,DL,718,ATL,2024-05-17 22:00:00-04:00,OAJ,2024-05-17 23:27:00-04:00
231,2024-05-17 00:00:00,DL,47,AMS,2024-05-17 10:50:00+02:00,JFK,2024-05-17 13:10:00-04:00
232,2024-05-17 00:00:00,DL,530,ATL,2024-05-17 13:41:00-04:00,DEN,2024-05-17 14:54:00-06:00
233,2024-05-17 00:00:00,DL,897,MSP,2024-05-17 10:25:00-05:00,MSP,2024-05-17 17:15:00-05:00
234,2024-05-17 00:00:00,DL,708,LAX,2024-05-17 07:05:00-07:00,DTW,2024-05-17 14:27:00-04:00
235,2024-05-17 00:00:00,DL,678,LAX,2024-05-17 12:20:00-07:00,JFK,2024-05-17 20:58:00-04:00
236,2024-05-17 00:00:00,DL,83,CDG,2024-05-17 08:55:00+02:00,ATL,2024-05-17 12:40:00-04:00
237,2024-05-17 00:00:00,DL,543,JFK,2024-05-17 08:10:00-04:00,JFK,2024-05-17 20:05:00-04:00
238,2024-05-17 00:00:00,DL,667,SNA,2024-05-17 12:56:00-07:00,MSP,2024-05-17 18:33:00-05:00
239,2024-05-17 00:00:00,DL,317,DEN,2024-05-17 07:10:00-06:00,LGA,2024-05-17 12:55:00-04:00
240,2024-05-17 00:00:00,DL,944,DTW,2024-05-17 16:15:00-04:00,SEA,2024-05-17 18:02:00-07:00
241,2024-05-17 00:00:00,DL,964,LAS,2024-05-17 07:35:00-07:00,DTW,2024-05-17 14:34:00-04:00
242,2024-05-17 00:00:00,DL,436,LAX,2024-05-17 23:59:00-07:00,BNA,2024-05-18 06:02:00-05:00
243,2024-05-17 00:00:00,AC,763,YUL,2024-05-17 16:45:00-04:00,SFO,2024-05-17 20:02:00-07:00
244,2024-05-17 00:00:00,AC,169,YYZ,2024-05-17 12:00:00-04:00,YEG,2024-05-17 14:13:00-06:00
245,2024-05-17 00:00:00,AC,80,YYZ,2024-05-17 16:20:00-04:00,TLV,2024-05-18 10:00:00+03:00
246,2024-05-17 00:00:00,AC,940,YYZ,2024-05-17 08:15:00-04:00,NAS,2024-05-17 11:30:00-04:00
247,2024-05-17 00:00:00,AC,570,YVR,2024-05-17 20:30:00-07:00,SFO,2024-05-17 22:55:00-07:00
248,2024-05-17 00:00:00,AC,898,YUL,2024-05-17 17:30:00-04:00,ATH,2024-05-18 09:40:00+03:00
249,2024-05-17 00:00:00,AC,592,IAH,2024-05-17 13:30:00-05:00,YYZ,2024-05-17 17:47:00-04:00
250,2024-05-17 00:00:00,AC,150,YYC,2024-05-17 18:00:00-06:00,YYZ,2024-05-17 23:50:00-04:00
251,2024-05-17 00:00:00,AC,250,YVR,2024-05-17 19:40:00-07:00,YEG,2024-05-17 22:14:00-06:00
252,2024-05-17 00:00:00,AC,243,YEG,2024-05-17 15:00:00-06:00,YVR,2024-05-17 15:37:00-07:00
253,2024-05-17 00:00:00,AC,995,YUL,2024-05-17 19:20:00-04:00,MEX,2024-05-17 22:55:00-06:00
254,2024-05-17 00:00:00,AC,813,LIS,2024-05-17 11:25:00+01:00,YUL,2024-05-17 14:00:00-04:00
255,2024-05-17 00:00:00,AC,183,YYZ,2024-05-17 07:45:00-04:00,YVR,2024-05-17 09:51:00-07:00
256,2024-05-17 00:00:00,AC,997,MEX,2024-05-17 06:30:00-06:00,YVR,2024-05-17 11:25:00-07:00
257,2024-05-17 00:00:00,AC,694,YYZ,2024-05-17 18:30:00-04:00,YYT,2024-05-17 23:06:00-02:30
258,2024-05-17 00:00:00,AC,774,LAX,2024-05-17 07:30:00-07:00,YUL,2024-05-17 15:52:00-04:00
259,2024-05-17 00:00:00,AC,841,FRA,2024-05-17 10:00:00+02:00,YYZ,2024-05-17 12:50:00-04:00
260,2024-05-17 00:00:00,AC,664,YUL,2024-05-17 13:25:00-04:00,YHZ,2024-05-17 15:58:00-03:00
261,2024-05-17 00:00:00,AC,723,LGA,2024-05-17 19:40:00-04:00,YYZ,2024-05-17 21:19:00-04:00
262,2024-05-17 00:00:00,AC,767,BOS,2024-05-17 06:15:00-04:00,YYZ,2024-05-17 08:10:00-04:00
263,2024-05-17 00:00:00,AC,842,YYZ,2024-05-17 21:35:00-04:00,FRA,2024-05-18 11:10:00+02:00
264,2024-05-17 00:00:00,AC,959,YUL,2024-05-17 16:15:00-04:00,SJO,2024-05-17 20:00:00-06:00
265,2024-05-17 00:00:00,AC,760,SFO,2024-05-17 08:15:00-07:00,YUL,2024-05-17 16:54:00-04:00
266,2024-05-17 00:00:00,AC,51,DEL,2024-05-17 23:50:00+05:30,YUL,2024-05-18 06:10:00-04:00
267,2024-05-17 00:00:00,AC,570,YVR,2024-05-17 20:30:00-07:00,SFO,2024-05-17 22:55:00-07:00
268,2024-05-17 00:00:00,AC,884,YUL,2024-05-17 20:20:00-04:00,GVA,2024-05-18 09:50:00+02:00
269,2024-05-17 00:00:00,AC,990,MEX,2024-05-17 12:15:00-06:00,YYZ,2024-05-17 19:00:00-04:00
270,2024-05-17 00:00:00,AC,80,YYZ,2024-05-17 16:20:00-04:00,TLV,2024-05-18 10:00:00+03:00
271,2024-05-17 00:00:00,AC,745,YYZ,2024-05-17 18:25:00-04:00,SFO,2024-05-17 21:02:00-07:00
272,2024-05-17 00:00:00,AC,604,YYZ,2024-05-17 09:25:00-04:00,YHZ,2024-05-17 12:34:00-03:00
273,2024-05-17 00:00:00,AC,116,YVR,2024-05-17 13:50:00-07:00,YYZ,2024-05-17 21:16:00-04:00
274,2024-05-17 00:00:00,AC,777,YUL,2024-05-17 16:40:00-04:00,LAX,2024-05-17 19:50:00-07:00
275,2024-05-17 00:00:00,AC,600,YYZ,2024-05-17 06:45:00-04:00,YHZ,2024-05-17 09:54:00-03:00
276,2024-05-17 00:00:00,AC,992,MEX,2024-05-17 23:55:00-06:00,YYZ,2024-05-18 06:40:00-04:00
277,2024-05-17 00:00:00,AC,875,CDG,2024-05-17 09:10:00+02:00,YUL,2024-05-17 10:45:00-04:00
278,2024-05-17 00:00:00,AC,561,LAX,2024-05-17 20:45:00-07:00,YVR,2024-05-17 23:46:00-07:00
279,2024-05-17 00:00:00,AC,778,LAX,2024-05-17 12:10:00-07:00,YUL,2024-05-17 20:30:00-04:00
280,2024-05-17 00:00:00,AC,616,YYZ,2024-05-17 19:20:00-04:00,YHZ,2024-05-17 22:29:00-03:00
281,2024-05-17 00:00:00,AC,891,FCO,2024-05-17 14:30:00+02:00,YYZ,2024-05-17 18:05:00-04:00
282,2024-05-17 00:00:00,AC,518,HNL,2024-05-17 22:00:00-10:00,YVR,2024-05-18 06:56:00-07:00
283,2024-05-17 00:00:00,AC,462,YYZ,2024-05-17 17:10:00-04:00,YOW,2024-05-17 18:17:00-04:00
284,2024-05-17 00:00:00,AC,948,YUL,2024-05-17 08:15:00-04:00,PTP,2024-05-17 13:05:00-04:00
285,2024-05-17 00:00:00,AC,210,YVR,2024-05-17 11:10:00-07:00,YYC,2024-05-17 13:36:00-06:00
286,2024-05-17 00:00:00,AC,527,YUL,2024-05-17 19:55:00-04:00,SAN,2024-05-17 22:58:00-07:00
287,2024-05-17 00:00:00,AC,243,YEG,2024-05-17 15:00:00-06:00,YVR,2024-05-17 15:37:00-07:00
288,2024-05-17 00:00:00,AC,608,YYZ,2024-05-17 14:00:00-04:00,YHZ,2024-05-17 17:09:00-03:00
289,2024-05-17 00:00:00,AC,324,YYC,2024-05-17 12:30:00-06:00,YUL,2024-05-17 18:37:00-04:00
290,2024-05-17 00:00:00,AC,884,YUL,2024-05-17 20:20:00-04:00,GVA,2024-05-18 09:50:00+02:00
291,2024-05-17 00:00:00,AC,620,YYZ,2024-05-17 22:30:00-04:00,YHZ,2024-05-18 01:39:00-03:00
292,2024-05-17 00:00:00,AC,620,YYZ,2024-05-17 22:30:00-04:00,YHZ,2024-05-18 01:39:00-03:00
293,2024-05-17 00:00:00,AC,844,YUL,2024-05-17 18:45:00-04:00,FRA,2024-05-18 08:10:00+02:00
294,2024-05-17 00:00:00,AC,503,YYZ,2024-05-17 09:00:00-04:00,ORD,2024-05-17 09:54:00-05:00
295,2024-05-17 00:00:00,AC,694,YYZ,2024-05-17 18:30:00-04:00,YYT,2024-05-17 23:06:00-02:30
296,2024-05-17 00:00:00,AC,23,YVR,2024-05-17 13:25:00-07:00,KIX,2024-05-18 16:20:00+09:00
297,2024-05-17 00:00:00,AC,615,YHZ,2024-05-17 16:30:00-03:00,YYZ,2024-05-17 18:00:00-04:00
298,2024-05-17 00:00:00,AC,183,YYZ,2024-05-17 07:45:00-04:00,YVR,2024-05-17 09:51:00-07:00
299,2024-05-17 00:00:00,AC,196,YUL,2024-05-17 11:30:00-04:00,YYZ,2024-05-17 13:30:00-04:00
300,2024-05-17 00:00:00,AC,270,YWG,2024-05-17 18:40:00-05:00,YYZ,2024-05-17 22:07:00-04:00
301,2024-05-17 00:00:00,AC,232,YVR,2024-05-17 08:10:00-07:00,YEG,2024-05-17 10:44:00-06:00
302,2024-05-17 00:00:00,AC,326,YYC,2024-05-17 14:20:00-06:00,YUL,2024-05-17 20:27:00-04:00
303,2024-05-17 00:00:00,AC,760,SFO,2024-05-17 08:15:00-07:00,YUL,2024-05-17 16:54:00-04:00
304,2024-05-17 00:00:00,TW,122,SGN,2024-05-17 22:35:00+07:00,ICN,2024-05-18 06:05:00+09:00
305,2024-05-17 00:00:00,TW,158,CXR,2024-05-17 00:15:00+07:00,ICN,2024-05-17 07:30:00+09:00
306,2024-05-17 00:00:00,TW,251,ICN,2024-05-17 10:15:00+09:00,CTS,2024-05-17 13:00:00+09:00
307,2024-05-17 00:00:00,TW,171,ICN,2024-05-17 19:00:00+09:00,SIN,2024-05-18 00:25:00+08:00
308,2024-05-17 00:00:00,TW,214,NRT,2024-05-17 15:00:00+09:00,ICN,2024-05-17 18:05:00+09:00
309,2024-05-17 00:00:00,TW,139,ICN,2024-05-17 08:30:00+09:00,KLO,2024-05-17 12:00:00+08:00
310,2024-05-17 00:00:00,TW,140,KLO,2024-05-17 13:00:00+08:00,ICN,2024-05-17 18:20:00+09:00
311,2024-05-17 00:00:00,TW,201,TAE,2024-05-17 10:40:00+09:00,NRT,2024-05-17 12:45:00+09:00
312,2024-05-17 00:00:00,TW,221,PUS,2024-05-17 09:00:00+09:00,KIX,2024-05-17 10:35:00+09:00
313,2024-05-17 00:00:00,TW,158,CXR,2024-05-17 00:15:00+07:00,ICN,2024-05-17 07:30:00+09:00
314,2024-05-17 00:00:00,TW,307,ICN,2024-05-17 20:30:00+09:00,SPN,2024-05-18 02:15:00+10:00
315,2024-05-17 00:00:00,TW,102,BKK,2024-05-17 01:20:00+07:00,ICN,2024-05-17 08:55:00+09:00
316,2024-05-17 00:00:00,TW,139,ICN,2024-05-17 08:30:00+09:00,KLO,2024-05-17 12:00:00+08:00
317,2024-05-17 00:00:00,TW,308,SPN,2024-05-17 03:15:00+10:00,ICN,2024-05-17 07:00:00+09:00
318,2024-05-17 00:00:00,TW,127,ICN,2024-05-17 21:35:00+09:00,DAD,2024-05-18 00:25:00+07:00
319,2024-05-17 00:00:00,TW,667,GMP,2024-05-17 11:15:00+09:00,TSA,2024-05-17 13:00:00+08:00
320,2024-05-17 00:00:00,TW,271,ICN,2024-05-17 11:15:00+09:00,OKA,2024-05-17 13:40:00+09:00
321,2024-05-17 00:00:00,TW,139,ICN,2024-05-17 08:30:00+09:00,KLO,2024-05-17 12:00:00+08:00
322,2024-05-17 00:00:00,TW,281,ICN,2024-05-17 08:00:00+09:00,KIX,2024-05-17 09:50:00+09:00
323,2024-05-17 00:00:00,UA,289,BOS,2024-05-17 15:15:00-04:00,ORD,2024-05-17 17:08:00-05:00
324,2024-05-17 00:00:00,UA,908,AMS,2024-05-17 11:00:00+02:00,ORD,2024-05-17 12:45:00-05:00
325,2024-05-17 00:00:00,UA,253,IAH,2024-05-17 09:55:00-05:00,HNL,2024-05-17 13:32:00-10:00
326,2024-05-17 00:00:00,UA,279,LAX,2024-05-17 09:10:00-07:00,TPA,2024-05-17 16:53:00-04:00
327,2024-05-17 00:00:00,UA,776,BIL,2024-05-17 14:20:00-06:00,DEN,2024-05-17 16:02:00-06:00
328,2024-05-17 00:00:00,UA,572,MSP,2024-05-17 15:35:00-05:00,MCI,2024-05-17 21:53:00-05:00
329,2024-05-17 00:00:00,UA,243,CLE,2024-05-17 10:29:00-04:00,IAD,2024-05-17 11:45:00-04:00
330,2024-05-17 00:00:00,UA,247,ORD,2024-05-17 13:00:00-05:00,YYZ,2024-05-17 15:43:00-04:00
331,2024-05-17 00:00:00,UA,571,SFO,2024-05-17 18:55:00-07:00,EUG,2024-05-17 20:36:00-07:00
332,2024-05-17 00:00:00,UA,555,ATL,2024-05-17 15:48:00-04:00,SFO,2024-05-17 23:43:00-07:00
333,2024-05-17 00:00:00,UA,451,ORD,2024-05-17 20:22:00-05:00,MSY,2024-05-17 22:55:00-05:00
334,2024-05-17 00:00:00,UA,611,IAH,2024-05-17 07:20:00-05:00,LAS,2024-05-17 12:41:00-07:00
335,2024-05-17 00:00:00,UA,497,CVG,2024-05-17 09:00:00-04:00,DEN,2024-05-17 10:09:00-06:00
336,2024-05-17 00:00:00,UA,288,BOS,2024-05-17 05:45:00-04:00,IAD,2024-05-17 07:27:00-04:00
337,2024-05-17 00:00:00,UA,628,CLE,2024-05-17 06:00:00-04:00,ORD,2024-05-17 06:30:00-05:00
338,2024-05-17 00:00:00,UA,940,EWR,2024-05-17 21:50:00-04:00,LHR,2024-05-18 10:10:00+01:00
339,2024-05-17 00:00:00,UA,110,EWR,2024-05-17 18:00:00-04:00,LHR,2024-05-18 06:20:00+01:00
340,2024-05-17 00:00:00,UA,25,DOM,2024-05-17 14:20:00-04:00,IAH,2024-05-17 17:57:00-05:00
341,2024-05-17 00:00:00,UA,340,ATL,2024-05-17 07:30:00-04:00,DEN,2024-05-17 08:55:00-06:00
342,2024-05-17 00:00:00,UA,260,IAD,2024-05-17 18:05:00-04:00,MAD,2024-05-18 08:05:00+02:00
343,2024-05-17 00:00:00,UA,499,BNA,2024-05-17 19:07:00-05:00,EWR,2024-05-17 22:29:00-04:00
344,2024-05-17 00:00:00,UA,358,DFW,2024-05-17 11:52:00-05:00,IAD,2024-05-17 15:52:00-04:00
345,2024-05-17 00:00:00,UA,582,FLL,2024-05-17 10:15:00-04:00,MSP,2024-05-17 17:17:00-05:00
346,2024-05-17 00:00:00,UA,613,LOS,2024-05-17 23:55:00+01:00,IAD,2024-05-18 06:40:00-04:00
347,2024-05-17 00:00:00,UA,304,IAH,2024-05-17 12:12:00-05:00,PVR,2024-05-17 13:46:00-06:00
348,2024-05-17 00:00:00,UA,154,HNL,2024-05-17 07:10:00-10:00,GUM,2024-05-18 18:15:00+10:00
349,2024-05-17 00:00:00,UA,268,EWR,2024-05-17 17:10:00-04:00,BOG,2024-05-17 22:00:00-05:00
350,2024-05-17 00:00:00,UA,598,MCO,2024-05-17 08:07:00-04:00,DEN,2024-05-17 10:21:00-06:00
351,2024-05-17 00:00:00,UA,298,AUS,2024-05-17 15:45:00-05:00,SAN,2024-05-17 20:51:00-07:00
352,2024-05-17 00:00:00,UA,195,MUC,2024-05-17 11:45:00+02:00,SFO,2024-05-17 14:30:00-07:00
353,2024-05-17 00:00:00,UA,518,IAH,2024-05-17 09:35:00-05:00,XPL,2024-05-17 11:37:00-06:00
354,2024-05-17 00:00:00,UA,246,SEA,2024-05-17 05:44:00-07:00,ABQ,2024-05-17 14:52:00-06:00
355,2024-05-17 00:00:00,UA,38,HND,2024-05-17 18:25:00+09:00,LAX,2024-05-17 12:30:00-07:00
356,2024-05-17 00:00:00,UA,664,LAS,2024-05-17 07:15:00-07:00,LGA,2024-05-17 23:00:00-04:00
357,2024-05-17 00:00:00,UA,932,IAD,2024-05-17 22:05:00-04:00,FRA,2024-05-18 12:10:00+02:00
358,2024-05-17 00:00:00,UA,990,SFO,2024-05-17 14:40:00-07:00,CDG,2024-05-18 10:25:00+02:00
359,2024-05-17 00:00:00,UA,657,DFW,2024-05-17 14:23:00-05:00,IAH,2024-05-17 15:40:00-05:00
360,2024-05-17 00:00:00,UA,158,ROR,2024-05-17 02:05:00+09:00,GUM,2024-05-17 05:05:00+10:00
361,2024-05-17 00:00:00,UA,383,HNL,2024-05-17 20:20:00-10:00,DEN,2024-05-18 07:02:00-06:00
362,2024-05-17 00:00:00,UA,275,IAH,2024-05-17 20:08:00-05:00,GUA,2024-05-17 22:00:00-06:00
363,2024-05-17 00:00:00,UA,128,GIG,2024-05-17 21:05:00-03:00,IAH,2024-05-18 05:40:00-05:00
364,2024-05-17 00:00:00,UA,784,SFO,2024-05-17 08:26:00-07:00,YVR,2024-05-17 11:04:00-07:00
365,2024-05-17 00:00:00,UA,160,MUC,2024-05-17 12:00:00+02:00,IAH,2024-05-17 16:40:00-05:00
366,2024-05-17 00:00:00,UA,592,BOS,2024-05-17 10:07:00-04:00,EWR,2024-05-17 11:30:00-04:00
367,2024-05-17 00:00:00,UA,510,EWR,2024-05-17 20:10:00-04:00,FCO,2024-05-18 10:55:00+02:00
368,2024-05-17 00:00:00,UA,187,JNB,2024-05-17 20:00:00+02:00,EWR,2024-05-18 06:15:00-04:00
369,2024-05-17 00:00:00,UA,770,BCN,2024-05-17 14:50:00+02:00,ORD,2024-05-17 17:35:00-05:00
370,2024-05-17 00:00:00,UA,411,CLE,2024-05-17 07:15:00-04:00,LGA,2024-05-17 13:16:00-04:00
371,2024-05-17 00:00:00,UA,430,DEN,2024-05-17 11:15:00-06:00,ONT,2024-05-17 12:40:00-07:00
372,2024-05-17 00:00:00,UA,586,DEN,2024-05-17 13:30:00-06:00,MCI,2024-05-17 16:11:00-05:00
373,2024-05-17 00:00:00,UA,841,NRT,2024-05-17 17:55:00+09:00,GUM,2024-05-17 22:40:00+10:00
374,2024-05-17 00:00:00,UA,361,OMA,2024-05-17 06:00:00-05:00,DEN,2024-05-17 06:44:00-06:00
375,2024-05-17 00:00:00,UA,57,EWR,2024-05-17 18:20:00-04:00,CDG,2024-05-18 07:45:00+02:00
376,2024-05-17 00:00:00,UA,599,DEN,2024-05-17 11:19:00-06:00,SAN,2024-05-17 12:46:00-07:00
377,2024-05-17 00:00:00,UA,343,IAH,2024-05-17 05:00:00-05:00,SFO,2024-05-17 13:44:00-07:00
378,2024-05-17 00:00:00,UA,52,IAD,2024-05-17 17:40:00-04:00,ZRH,2024-05-18 08:05:00+02:00
379,2024-05-17 00:00:00,UA,518,IAH,2024-05-17 09:35:00-05:00,XPL,2024-05-17 11:37:00-06:00
380,2024-05-17 00:00:00,UA,733,YVR,2024-05-17 14:20:00-07:00,SFO,2024-05-17 16:48:00-07:00
381,2024-05-17 00:00:00,UA,342,AUS,2024-05-17 20:25:00-05:00,DEN,2024-05-17 21:54:00-06:00
382,2024-05-17 00:00:00,UA,661,TPA,2024-05-17 16:29:00-04:00,SLC,2024-05-17 22:35:00-06:00
383,2024-05-17 00:00:00,UA,510,EWR,2024-05-17 20:10:00-04:00,FCO,2024-05-18 10:55:00+02:00
384,2024-05-17 00:00:00,UA,650,EWR,2024-05-17 09:55:00-04:00,RDU,2024-05-17 11:38:00-04:00
385,2024-05-17 00:00:00,UA,735,DEN,2024-05-17 19:00:00-06:00,SLC,2024-05-17 20:35:00-06:00
386,2024-05-17 00:00:00,UA,220,IAD,2024-05-17 12:35:00-04:00,GCM,2024-05-17 15:00:00-05:00
387,2024-05-17 00:00:00,UA,907,ORD,2024-05-17 18:30:00-05:00,FRA,2024-05-18 09:55:00+02:00
388,2024-05-17 00:00:00,UA,483,BNA,2024-05-17 18:34:00-05:00,SFO,2024-05-17 21:32:00-07:00
389,2024-05-17 00:00:00,UA,947,AMS,2024-05-17 12:00:00+02:00,IAD,2024-05-17 14:10:00-04:00
390,2024-05-17 00:00:00,UA,889,PEK,2024-05-17 17:25:00+08:00,SFO,2024-05-17 14:45:00-07:00
391,2024-05-17 00:00:00,UA,731,DEN,2024-05-17 13:45:00-06:00,SLC,2024-05-17 15:18:00-06:00
392,2024-05-17 00:00:00,UA,564,DEN,2024-05-17 15:45:00-06:00,SFO,2024-05-17 20:12:00-07:00
393,2024-05-17 00:00:00,UA,944,ORD,2024-05-17 15:05:00-05:00,FRA,2024-05-18 06:30:00+02:00
394,2024-05-17 00:00:00,UA,628,CLE,2024-05-17 06:00:00-04:00,ORD,2024-05-17 06:30:00-05:00
395,2024-05-17 00:00:00,UA,215,SFO,2024-05-17 18:50:00-07:00,YYC,2024-05-17 22:41:00-06:00
396,2024-05-17 00:00:00,UA,451,ORD,2024-05-17 20:22:00-05:00,MSY,2024-05-17 22:55:00-05:00
397,2024-05-17 00:00:00,UA,572,MSP,2024-05-17 15:35:00-05:00,MCI,2024-05-17 21:53:00-05:00
398,2024-05-17 00:00:00,UA,76,SPN,2024-05-17 09:50:00+10:00,GUM,2024-05-17 10:35:00+10:00
399,2024-05-17 00:00:00,UA,17,LHR,2024-05-17 12:00:00+01:00,EWR,2024-05-17 15:05:00-04:00
400,2024-05-17 00:00:00,UA,380,DFW,2024-05-17 07:00:00-05:00,RDU,2024-05-17 14:00:00-04:00
401,2024-05-17 00:00:00,UA,628,CLE,2024-05-17 06:00:00-04:00,ORD,2024-05-17 06:30:00-05:00
402,2024-05-17 00:00:00,UA,240,STI,2024-05-17 06:00:00-04:00,EWR,2024-05-17 10:03:00-04:00
403,2024-05-17 00:00:00,UA,241,CLE,2024-05-17 14:44:00-04:00,MCO,2024-05-17 17:12:00-04:00
404,2024-05-17 00:00:00,UA,845,ORD,2024-05-17 21:15:00-05:00,GRU,2024-05-18 09:30:00-03:00
405,2024-05-17 00:00:00,UA,321,PDX,2024-05-17 14:14:00-07:00,ORD,2024-05-17 20:19:00-05:00
406,2024-05-17 00:00:00,UA,661,TPA,2024-05-17 16:29:00-04:00,SLC,2024-05-17 22:35:00-06:00
407,2024-05-17 00:00:00,UA,675,CLT,2024-05-17 17:00:00-04:00,IAH,2024-05-17 18:53:00-05:00
408,2024-05-17 00:00:00,UA,667,ORD,2024-05-17 09:27:00-05:00,LAX,2024-05-17 12:05:00-07:00
409,2024-05-17 00:00:00,UA,127,FCO,2024-05-17 15:40:00+02:00,IAD,2024-05-17 19:20:00-04:00
410,2024-05-17 00:00:00,UA,200,GUM,2024-05-17 06:55:00+10:00,HNL,2024-05-16 18:05:00-10:00
411,2024-05-17 00:00:00,UA,50,MAD,2024-05-17 10:50:00+02:00,EWR,2024-05-17 13:25:00-04:00
412,2024-05-17 00:00:00,UA,739,EWR,2024-05-17 20:14:00-04:00,MIA,2024-05-17 23:29:00-04:00
413,2024-05-17 00:00:00,UA,718,MEX,2024-05-17 07:30:00-06:00,SFO,2024-05-17 11:19:00-07:00
414,2024-05-17 00:00:00,UA,205,EWR,2024-05-17 21:59:00-04:00,ROC,2024-05-17 23:17:00-04:00
415,2024-05-17 00:00:00,UA,595,AUS,2024-05-17 07:30:00-05:00,DEN,2024-05-17 08:52:00-06:00
416,2024-05-17 00:00:00,UA,556,PHX,2024-05-17 14:21:00-07:00,IAH,2024-05-17 18:58:00-05:00
417,2024-05-17 00:00:00,UA,736,DEN,2024-05-17 08:05:00-06:00,SMF,2024-05-17 09:43:00-07:00
418,2024-05-17 00:00:00,UA,862,HKG,2024-05-17 11:15:00+08:00,SFO,2024-05-17 08:50:00-07:00
419,2024-05-17 00:00:00,UA,654,AUS,2024-05-17 07:15:00-05:00,IAD,2024-05-17 11:26:00-04:00
420,2024-05-17 00:00:00,UA,336,ORD,2024-05-17 06:10:00-05:00,SAN,2024-05-17 12:42:00-07:00
421,2024-05-17 00:00:00,UA,46,IAH,2024-05-17 18:15:00-05:00,FRA,2024-05-18 11:15:00+02:00
422,2024-05-17 00:00:00,UA,452,BWI,2024-05-17 18:19:00-04:00,SFO,2024-05-17 21:29:00-07:00
423,2024-05-17 00:00:00,UA,656,SEA,2024-05-17 10:49:00-07:00,IAH,2024-05-17 22:34:00-05:00
424,2024-05-17 00:00:00,UA,402,CLT,2024-05-17 11:35:00-04:00,EWR,2024-05-17 13:30:00-04:00
425,2024-05-17 00:00:00,UA,462,ABQ,2024-05-17 07:45:00-06:00,IAH,2024-05-17 10:52:00-05:00
426,2024-05-17 00:00:00,UA,534,COS,2024-05-17 12:54:00-06:00,SYR,2024-05-17 21:47:00-04:00
427,2024-05-17 00:00:00,UA,165,GUM,2024-05-17 06:55:00+10:00,FUK,2024-05-17 10:10:00+09:00
428,2024-05-17 00:00:00,UA,540,TPA,2024-05-17 16:15:00-04:00,SAN,2024-05-17 21:07:00-07:00
429,2024-05-17 00:00:00,UA,53,ZRH,2024-05-17 11:55:00+02:00,IAD,2024-05-17 15:15:00-04:00
430,2024-05-17 00:00:00,UA,800,EWR,2024-05-17 07:15:00-04:00,MCO,2024-05-17 10:05:00-04:00
431,2024-05-17 00:00:00,LH,995,YVR,2024-05-17 20:00:00-07:00,MUC,2024-05-18 08:30:00+02:00
432,2024-05-17 00:00:00,LH,57,HAJ,2024-05-17 14:15:00+02:00,FRA,2024-05-17 15:10:00+02:00
433,2024-05-17 00:00:00,LH,880,FRA,2024-05-17 09:45:00+02:00,TLL,2024-05-17 13:05:00+03:00
434,2024-05-17 00:00:00,LH,16,FRA,2024-05-17 13:00:00+02:00,HAM,2024-05-17 14:05:00+02:00
435,2024-05-17 00:00:00,LH,977,DUB,2024-05-17 09:10:00+01:00,FRA,2024-05-17 12:10:00+02:00
436,2024-05-17 00:00:00,LH,500,MUC,2024-05-17 12:00:00+02:00,GIG,2024-05-17 20:05:00-03:00
437,2024-05-17 00:00:00,LH,401,JFK,2024-05-17 15:45:00-04:00,FRA,2024-05-18 05:25:00+02:00
438,2024-05-17 00:00:00,LH,743,KIX,2024-05-17 09:30:00+09:00,MUC,2024-05-17 16:50:00+02:00
439,2024-05-17 00:00:00,LH,64,FRA,2024-05-17 13:15:00+02:00,FMO,2024-05-17 14:00:00+02:00
440,2024-05-17 00:00:00,LH,826,FRA,2024-05-17 10:00:00+02:00,CPH,2024-05-17 11:20:00+02:00
